SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S014;438;32.0;259.8;9.1;0;0;0;22;01:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.333333333333333;22;02:15;22;14:53;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 1.1;22;01:30;22;02:20;22;02:20;22;08:40;22;08:40;22;09:50
S014;439;48.0;299.9;11.1;0;0;0;22;02:00;0.0;0.0;0.0;0.0;0.0;0.17;0.17;18.583333333333332;22;03:58;23;00:45;BERÇO BTP 2;BTP;CGC;BERÇO BTP 1;22;02:00;22;03:25;22;03:25;22;22:00;22;22:10;22;23:55
S014;440;32.0;239.3;7.4;0;1;0;22;05:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.333333333333334;22;06:30;22;17:50;BERÇO ARM 25;CONCAIS;PASSAGEIROS;BERÇO ARM 25;22;05:30;22;06:45;22;06:45;22;18:05;22;18:05;22;19:20
S014;441;38.0;333.33;8.55;0;1;0;22;06:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.25;22;07:45;22;19:00;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO OUT 1;22;06:30;22;07:45;22;07:45;22;19:00;22;19:00;22;19:55
S014;442;37.0;228.0;12.0;0;0;0;22;09:00;0.0;0.0;0.92;0.92;0.0;1.75;1.75;18.083333333333332;22;13:51;23;12:57;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.1;22;09:55;22;10:45;22;10:45;23;04:50;23;06:35;23;07:45
S014;443;43.0;334.07;14.2;0;0;0;22;10:24;37.58;0.0;0.5;38.08;0.0;1.08;1.08;26.25;25;08:35;26;13:25;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 2;24;00:30;24;01:20;24;01:20;25;03:35;25;04:40;25;05:50
S014;444;32.0;183.09;12.5;0;0;0;22;10:30;8.67;7.17;0.0;15.83;0.0;0.33;0.33;41.416666666666664;23;06:25;26;00:05;BERÇO AL 03;OUTROS_ALAMOA;CGNC;BERÇO AL 03;23;02:20;23;03:50;23;03:50;24;21:15;24;21:35;24;23:25
S014;445;32.0;199.9;11.5;0;0;0;22;11:24;17.08;29.33;0.0;46.42;17.33;7.25;24.58;114.75;24;11:35;29;11:13;BERÇO ARM 34;OUTROS_LIBRA;CGNC;BERÇO ARM 34;24;09:50;24;10:40;24;10:40;29;05:25;30;06:00;30;07:10
S014;446;36.0;266.65;11.7;0;0;0;22;12:30;0.0;0.0;0.0;0.0;0.58;0.75;1.33;20.333333333333332;22;17:42;23;16:08;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;22;12:30;22;14:05;22;14:05;23;10:25;23;11:45;23;13:00
S014;447;32.0;229.0;7.23;0;0;0;22;13:00;59.0;8.25;0.25;67.5;0.0;0.0;0.0;40.75;26;18:05;28;15:15;BERÇO TGG;TGG;GSA - E;BERÇO TGG;25;08:30;25;09:35;25;09:35;27;02:20;27;02:20;27;03:05
S014;448;23.0;164.34;7.9;0;0;0;22;13:00;0.0;0.0;0.25;0.25;0.0;0.75;0.75;30.583333333333332;22;14:30;24;00:15;BERÇO DOW;DOW;GL;BERÇO DOW;22;13:15;22;13:55;22;13:55;23;20:30;23;21:15;23;22:15
S014;449;32.0;229.0;9.2;0;0;0;22;13:47;0.0;2.58;0.0;2.58;0.0;0.0;0.0;109.75;22;15:05;27;09:12;BERÇO CUTRALE;CUTRALE - GSA - E;GSA - E;BERÇO CUTRALE;22;16:25;22;17:25;22;17:25;27;07:10;27;07:10;27;07:50
S014;450;32.0;199.94;8.0;0;0;1;22;15:15;0.0;0.0;1.08;1.08;0.0;0.0;0.0;26.0;22;17:03;23;22:10;BERÇO TEV;TEV;RORO;BERÇO TEV;22;16:20;22;17:35;22;17:35;23;19:35;23;19:35;23;20:30
S014;451;32.31;229.0;7.3;0;0;0;22;16:00;392.0;0.0;0.0;392.0;0.0;1.83;1.83;86.66666666666667;40;09:16;44;04:45;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;BERÇO TIPLAM 2;39;00:00;39;02:25;39;02:25;42;17:05;42;18:55;42;20:50
S014;452;32.0;182.5;7.5;0;0;0;22;16:00;319.75;0.0;0.33;320.08;0.67;1.58;2.25;21.166666666666668;37;13:50;38;14:48;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;36;00:05;36;01:55;36;01:55;36;23:05;37;01:20;37;02:50
S014;453;38.0;249.97;10.9;0;0;0;22;21:00;0.0;0.0;0.0;0.0;0.0;0.83;0.83;11.083333333333334;22;22:37;23;11:43;BERÇO BTP 1;BTP;CGC;BERÇO BTP 1;22;21:00;22;22:25;22;22:25;23;09:30;23;10:20;23;12:05
S014;454;51.0;336.0;10.9;0;0;0;22;22:15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.583333333333336;22;23:20;24;12:00;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 3;22;22:15;22;23:05;22;23:05;24;07:40;24;07:40;24;08:50
S014;455;48.0;333.18;10.7;0;0;0;22;23:00;0.0;0.0;1.0;1.0;0.0;1.25;1.25;19.083333333333332;23;08:53;24;04:48;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 2;23;00:00;23;00:50;23;00:50;23;19:55;23;21:10;23;22:20
S014;456;48.0;299.98;12.1;0;0;0;23;03:12;0.0;0.0;0.0;0.0;0.25;0.42;0.67;47.916666666666664;24;13:05;26;14:09;BERÇO BTP 2;BTP;CGC;BERÇO BTP 2;23;03:15;23;04:40;23;04:40;25;04:35;25;05:15;25;07:00
S014;457;32.0;229.0;7.07;0;0;0;23;03:18;72.67;10.25;0.0;82.92;4.0;0.67;4.67;75.0;27;18:38;31;01:43;BERÇO TEG;TEG;GSA - E;BERÇO TEG;26;14:15;26;15:20;26;15:20;29;18:20;29;23:00;29;23:45
S014;458;48.0;330.0;11.6;0;0;0;23;05:10;0.0;0.0;0.0;0.0;0.0;0.33;0.33;24.916666666666668;23;06:50;24;12:30;BERÇO BTP 2;BTP;CGC;BERÇO BTP 3;23;05:10;23;06:55;23;06:55;24;07:50;24;08:10;24;09:35
S014;459;50.0;305.0;8.5;0;1;0;23;05:45;0.08;0.0;0.0;0.08;0.17;0.5;0.67;10.5;23;06:35;23;17:05;BERÇO ARM 31/32;CONCAIS;PASSAGEIROS;BERÇO 25 + FRIG;23;05:50;23;07:05;23;07:05;23;17:35;23;18:15;23;19:30
S014;460;52.0;331.43;8.5;0;1;0;23;06:18;0.0;0.0;0.0;0.0;0.0;0.25;0.25;10.25;23;07:20;23;17:35;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO OUT 1;23;06:20;23;07:35;23;07:35;23;17:50;23;18:05;23;19:00
S014;461;32.0;183.06;8.6;0;0;0;23;10:30;336.67;0.92;4.75;342.33;0.0;0.0;0.0;46.5;38;13:30;40;12:20;BERÇO AL 02;TRANSPETRO;GL;BERÇO AL 02;37;16:50;37;18:40;37;18:40;39;17:10;39;17:10;39;18:40
S014;462;32.0;228.99;7.3;0;0;0;23;10:42;348.5;0.0;0.42;348.92;0.0;0.0;0.0;57.5;39;21:10;42;11:10;BERÇO ARM 19;TGRAO;GSA - E;BERÇO OUT 3;37;23:40;38;00:55;38;00:55;40;10:25;40;10:25;40;11:20
S014;463;37.0;228.0;11.0;0;0;0;23;12:57;1.5;0.0;0.0;1.5;0.0;0.92;0.92;22.666666666666668;23;14:09;24;18:43;BERÇO BTP 1;BTP;CGC;BERÇO BTP 1;23;14:30;23;15:55;23;15:55;24;14:35;24;15:30;24;17:15
S014;464;32.0;229.0;7.55;0;0;0;23;14:00;636.33;0.0;1.25;637.58;0.0;0.0;0.0;39.416666666666664;51;21:35;53;18:50;BERÇO ARM 19;TGRAO;GSA - E;BERÇO ARM 19;50;03:35;50;04:55;50;04:55;51;20:20;51;20:20;51;21:20
S014;465;43.0;270.9;10.1;0;0;0;23;17:00;0.0;0.0;0.0;0.0;0.0;1.33;1.33;25.333333333333332;23;20:17;25;02:16;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 1;23;17:00;23;18:15;23;18:15;24;19:35;24;20:55;24;22:30
S014;466;45.0;299.9;11.5;0;0;0;23;22:10;3.0;5.33;0.0;8.33;0.0;0.42;0.42;16.666666666666668;24;16:30;25;11:45;BERÇO BTP 3;BTP;CGC;BERÇO BTP 3;24;06:30;24;08:15;24;08:15;25;00:55;25;01:20;25;02:45
S014;467;48.0;333.2;12.7;0;0;0;23;23:00;0.0;0.0;0.0;0.0;0.83;0.0;0.83;25.5;24;00:50;25;05:30;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;23;23:00;23;23:50;23;23:50;25;01:20;25;02:10;25;03:20
S014;468;33.0;196.0;7.2;0;0;0;23;23:20;192.67;8.75;0.0;201.42;0.0;0.0;0.0;103.91666666666667;33;19:50;38;15:08;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;BERÇO TIPLAM 2;32;08:45;32;11:10;32;11:10;36;19:05;36;19:05;36;21:00
S014;469;48.0;300.0;10.2;0;0;0;24;05:12;2.58;6.83;0.0;9.42;0.17;5.17;5.33;32.583333333333336;25;13:32;26;23:16;BERÇO BTP 3;BTP;CGC;BERÇO BTP 1;24;14:40;24;16:25;24;16:25;26;01:00;26;06:20;26;07:45
S014;470;44.0;323.0;8.55;0;1;0;24;06:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.75;24;06:50;24;17:35;BERÇO OUT 1;CONCAIS;PASSAGEIROS;BERÇO OUT 1;24;06:00;24;07:15;24;07:15;24;18:00;24;18:00;24;18:55
S014;471;44.0;289.59;8.3;0;1;0;24;06:30;1.5;0.0;11.0;12.5;0.0;0.0;0.0;10.583333333333334;24;07:40;24;18:15;BERÇO ARM 25;CONCAIS;PASSAGEIROS;BERÇO OUT 1;24;19:00;24;20:15;24;20:15;25;06:50;25;06:50;25;07:45
S014;472;32.31;196.28;7.35;0;0;0;24;07:00;0.17;25.17;0.0;25.33;3.75;0.0;3.75;147.58333333333334;25;15:57;31;22:05;BERÇO DPW 4;DPW - CGNC;CGNC;BERÇO DPW 3;25;08:20;25;09:50;25;09:50;31;13:25;31;17:10;31;18:20
S014;473;38.0;255.4;13.0;0;0;0;24;07:18;0.17;12.75;0.0;12.92;0.0;1.0;1.0;36.0;25;05:45;26;20:40;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;24;20:15;24;21:30;24;21:30;26;09:30;26;10:30;26;12:05
S014;474;32.0;259.8;9.1;0;0;0;24;09:00;0.0;0.0;0.67;0.67;0.0;2.17;2.17;16.916666666666668;24;12:40;25;09:42;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 1.1;24;09:40;24;10:30;24;10:30;25;03:25;25;05:35;25;06:45
S014;475;32.0;183.2;8.6;0;0;0;24;10:00;182.0;0.0;3.75;185.75;0.0;2.75;2.75;29.166666666666668;33;00:50;35;08:53;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;32;03:45;32;05:35;32;05:35;33;10:45;33;13:30;33;15:00
S014;476;32.0;263.23;11.1;0;0;0;24;10:30;0.17;9.08;0.0;9.25;0.0;1.25;1.25;11.583333333333334;25;23:05;26;13:36;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;24;19:45;24;21:00;24;21:00;25;08:35;25;09:50;25;11:25
S014;477;40.0;277.32;11.2;0;0;0;24;10:30;1.33;34.42;0.0;35.75;0.0;0.0;0.0;18.666666666666668;24;22:28;25;18:45;BERÇO BTP 1;BTP;CGC;BERÇO BTP 3;25;22:15;25;23:40;25;23:40;26;18:20;26;18:20;26;20:05
S014;478;46.0;299.9;14.0;0;0;0;24;11:00;0.0;0.0;0.0;0.0;0.0;0.42;0.42;34.25;24;17:25;26;04:25;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;24;11:00;24;11:50;24;11:50;25;22:05;25;22:30;25;23:40
S014;479;32.0;199.99;7.13;0;0;0;24;13:00;12.17;25.17;0.0;37.33;0.0;0.0;0.0;48.416666666666664;26;06:20;28;11:40;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;26;02:20;26;03:40;26;03:40;28;04:05;28;04:05;28;05:05
S014;480;33.0;199.99;8.8;0;0;1;24;14:30;0.0;0.0;0.25;0.25;0.0;0.67;0.67;12.666666666666666;24;15:20;25;13:05;BERÇO TEV;TEV;RORO;BERÇO TEV;24;14:45;24;16:00;24;16:00;25;04:40;25;05:20;25;06:15
S014;481;20.0;139.03;7.4;0;0;0;24;15:00;0.0;9.0;0.0;9.0;0.0;0.0;0.0;20.833333333333332;24;17:25;26;01:35;BERÇO VAL;BTP;CGC;BERÇO BTP 3;25;00:00;25;01:25;25;01:25;25;22:15;25;22:15;26;00:00
S014;482;32.0;229.0;7.01;0;0;0;24;18:00;248.17;0.0;1.42;249.58;0.0;0.83;0.83;63.25;36;09:40;39;05:15;BERÇO ARM 12A;OUTROS_PAQUETA;CGNC;BERÇO ARM 13/14;35;03:35;35;05:00;35;05:00;37;20:15;37;21:05;37;22:10
S014;483;40.0;182.9;8.2;0;0;0;24;20:45;0.0;0.0;0.0;0.0;1.92;0.33;2.25;98.33333333333333;24;22:00;29;09:30;BERÇO IB SP;AGEO_TERMINAIS;GL;BERÇO Ageo I;24;20:45;24;22:05;24;22:05;29;00:25;29;02:40;29;04:20
S014;484;23.0;161.12;7.0;0;0;0;24;21:09;0.0;0.0;6.5;6.5;3.17;0.0;3.17;80.33333333333333;24;22:42;29;08:28;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO IB BC;25;03:40;25;05:20;25;05:20;28;13:40;28;16:50;28;18:10
S014;485;37.0;210.0;8.3;0;0;0;24;21:48;3.33;32.08;0.0;35.42;18.5;0.08;18.58;64.91666666666667;26;18:05;29;15:10;BERÇO ARM 37;AUTORIDADE_PONTA;CGNC;BERÇO ARM 37;26;09:15;26;10:15;26;10:15;29;03:10;29;21:45;29;22:25
S014;486;51.0;335.95;12.9;0;0;0;24;22:18;0.0;5.58;0.0;5.58;0.0;0.58;0.58;22.083333333333332;25;10:16;26;09:18;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 2;25;03:55;25;04:45;25;04:45;26;02:50;26;03:25;26;04:35
S014;487;48.0;299.9;10.5;0;0;0;24;23:45;0.25;3.42;0.0;3.67;0.0;0.0;0.0;5.833333333333333;26;17:45;27;03:17;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;25;03:25;25;04:15;25;04:15;25;10:05;25;10:05;25;11:15
S014;488;48.0;330.03;13.05;0;0;0;25;00:01;23.92;0.0;0.0;23.92;0.0;0.0;0.0;22.0;27;18:23;28;17:15;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 3;26;00:00;26;00:50;26;00:50;26;22:50;26;22:50;27;00:00
S014;489;37.0;228.0;10.3;0;0;0;25;02:45;0.0;6.42;0.0;6.42;0.0;0.0;0.0;17.583333333333332;26;17:47;27;13:39;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;25;09:10;25;10:25;25;10:25;26;04:00;26;04:00;26;05:35
S014;490;25.0;146.19;8.3;0;0;0;25;04:25;0.0;0.0;0.0;0.0;0.0;0.08;0.08;25.25;25;05:47;27;11:00;BERÇO AL 04;STOLTHAVEN;GL;BERÇO AL 03;25;04:25;25;05:55;25;05:55;26;07:10;26;07:15;26;09:05
S014;491;32.0;229.0;7.6;0;0;0;25;05:36;382.17;4.67;0.0;386.83;1.42;0.0;1.42;83.25;42;14:45;46;08:45;BERÇO ARM 38;OUTROS_PONTA;CGNC;BERÇO ARM 38;41;08:30;41;09:30;41;09:30;44;20:45;44;22:10;44;22:50
S014;492;29.0;274.9;6.7;0;1;0;25;06:30;0.83;0.0;1.08;1.92;0.0;1.08;1.08;10.25;25;07:50;25;18:05;BERÇO ARM 25;CONCAIS;PASSAGEIROS;BERÇO OUT 1;25;08:25;25;09:40;25;09:40;25;19:55;25;21:00;25;21:55
S014;493;42.0;346.98;9.9;1;0;0;25;08:00;0.67;0.25;0.0;0.92;0.17;0.0;0.17;41.0;26;17:52;28;15:18;BERÇO BTP 2;BTP;CGC;BERÇO BTP 2;25;08:55;25;10:25;25;10:25;27;03:25;27;03:35;27;05:25
S014;494;32.0;229.0;7.2;0;0;0;25;13:00;59.0;0.0;0.5;59.5;0.0;0.08;0.08;96.58333333333333;29;03:45;33;15:10;BERÇO ARM 12A;OUTROS_PAQUETA;CGNC;BERÇO ARM 13/14;28;00:30;28;01:55;28;01:55;32;02:30;32;02:35;32;03:40
S014;495;33.0;228.9;7.3;0;0;0;25;14:30;57.67;0.0;0.5;58.17;0.0;0.08;0.08;96.41666666666667;29;00:05;33;04:45;BERÇO ARM 38;OUTROS_PONTA;CGNC;BERÇO ARM 38;28;00:40;28;01:40;28;01:40;32;02:05;32;02:10;32;02:50
S014;496;28.0;172.03;8.6;0;0;0;25;17:30;6.5;2.92;0.0;9.42;0.0;0.17;0.17;15.166666666666666;27;17:32;28;11:50;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 1;26;02:55;26;04:10;26;04:10;26;19:20;26;19:30;26;21:05
S014;497;48.0;330.03;12.5;0;0;0;25;18:00;76.83;0.0;0.42;77.25;39.67;1.25;40.92;31.333333333333332;30;16:21;32;01:57;BERÇO BTP 3;BTP;CGC;BERÇO BTP 3;28;23:15;29;01:00;29;01:00;30;08:20;32;01:15;32;02:40
S014;498;48.0;299.9;13.1;0;0;0;25;20:12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.416666666666666;26;20:38;27;15:15;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 1.2;25;20:15;25;21:05;25;21:05;26;11:30;26;11:30;26;12:40
S014;499;48.0;333.2;12.5;0;0;0;25;23:32;0.42;9.83;0.0;10.25;0.0;0.0;0.0;51.333333333333336;27;02:42;29;08:48;BERÇO BTP 3;BTP;CGC;BERÇO BTP 1;26;09:50;26;11:35;26;11:35;28;14:55;28;14:55;28;16:20
S014;500;32.0;225.0;7.29;0;0;0;26;00:01;575.92;0.0;0.67;576.58;2.92;1.08;4.0;68.5;51;03:30;54;04:15;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;BERÇO TIPLAM 3;50;00:40;50;03:05;50;03:05;52;23:35;53;03:35;53;05:30
S014;501;32.0;183.09;10.0;0;0;0;26;00:05;0.0;0.0;0.33;0.33;11.0;0.25;11.25;80.91666666666667;26;00:50;29;16:10;BERÇO IB OE;AGEO_TERMINAIS;GL;BERÇO IB SP;26;00:25;26;01:45;26;01:45;29;10:40;29;21:55;29;23:35
S014;502;32.0;225.0;7.45;0;0;0;26;00:24;24.0;70.83;2.17;97.0;0.0;0.0;0.0;130.25;27;08:05;32;21:45;BERÇO ARM 35P2;OUTROS_MACUCO;CGNC;BERÇO ARM 35P2;30;01:25;30;02:35;30;02:35;35;12:50;35;12:50;35;13:40
S014;503;31.0;212.54;9.6;0;0;0;26;01:00;0.0;8.17;0.0;8.17;0.0;0.0;0.0;19.25;26;21:57;27;19:15;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 2;26;09:10;26;10:45;26;10:45;27;06:00;27;06:00;27;07:15
S014;504;33.0;180.4;9.76;0;0;0;26;02:00;76.42;24.83;35.92;137.17;1.0;0.0;1.0;112.58333333333333;29;00:01;33;20:20;BERÇO ARM 30;BRACELL;CGNC;BERÇO ARM 35P1;31;19:10;31;19:55;31;19:55;36;12:30;36;13:30;36;14:35
S014;505;28.0;179.9;7.2;0;0;0;26;03:40;0.33;17.17;0.0;17.5;10.83;1.0;11.83;61.5;26;04:30;28;21:30;BERÇO ARM 30;BRACELL;CGNC;BERÇO ARM 35P2;26;21:10;26;22:00;26;22:00;29;11:30;29;23:20;30;00:30
S014;506;31.0;225.16;10.5;0;0;0;26;04:00;0.0;0.0;1.67;1.67;0.0;0.0;0.0;8.416666666666666;26;06:25;26;18:30;BERÇO TECON 2;SANTOSBR;CGC;BERÇO TECON 2;26;05:40;26;06:50;26;06:50;26;15:15;26;15:15;26;16:05
S014;507;32.0;229.0;7.2;0;0;0;26;05:30;212.67;0.0;1.58;214.25;0.17;0.0;0.17;60.416666666666664;36;17:30;39;11:40;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;BERÇO ARM 20/21;35;03:45;35;05:05;35;05:05;37;17:30;37;17:40;37;18:40
S014;508;32.0;229.0;7.64;0;0;0;26;07:42;352.75;0.0;1.08;353.83;15.58;0.0;15.58;49.75;42;14:50;45;09:19;BERÇO ARM 19;TGRAO;GSA - E;BERÇO OUT 3;41;01:35;41;02:50;41;02:50;43;04:35;43;20:10;43;21:05
S014;509;19.0;88.8;5.1;0;0;0;26;08:30;0.0;0.0;0.83;0.83;0.0;0.58;0.58;40.75;26;08:40;28;01:30;BERÇO SAIPEM 1;SAIPEM;CGNC;BERÇO SAIPEM 1;26;09:20;26;10:10;26;10:10;28;02:55;28;03:30;28;04:00
S014;510;32.0;229.0;7.5;0;0;0;26;15:30;563.33;0.0;1.83;565.17;4.5;0.0;4.5;100.66666666666667;51;08:17;55;19:50;BERÇO TEAG;TEAG;GSA - E;BERÇO TEAG;50;04:40;50;05:45;50;05:45;54;10:25;54;14:55;54;15:40
S014;511;24.0;144.09;8.0;0;0;0;26;17:15;30.92;20.75;1.58;53.25;0.0;0.25;0.25;46.0;29;15:00;32;11:05;BERÇO IB BC;AGEO_TERMINAIS;GL;BERÇO IB BC;28;22:30;28;23:50;28;23:50;30;21:50;30;22:05;30;23:45
S014;512;36.0;228.9;8.12;0;0;0;27;00:36;120.25;3.17;0.0;123.42;0.25;0.5;0.75;153.91666666666666;33;08:45;39;21:50;BERÇO ARM 38;OUTROS_PONTA;CGNC;BERÇO ARM 38;32;04:05;32;05:05;32;05:05;38;15:00;38;15:45;38;16:25
S014;513;32.0;199.9;8.3;0;0;1;27;01:00;0.0;0.0;0.0;0.0;0.0;0.67;0.67;23.0;27;02:00;28;03:40;BERÇO TEV;TEV;RORO;BERÇO TEV;27;01:00;27;02:15;27;02:15;28;01:15;28;01:55;28;02:50
S014;514;9.0;210.54;9.0;0;0;0;27;04:45;0.0;0.0;0.75;0.75;0.0;0.0;0.0;21.25;27;22:08;28;21:23;BERÇO DPW 2;DPW - CGC;CGC;BERÇO DPW 1;27;05:30;27;06:45;27;06:45;28;04:00;28;04:00;28;05:35
S014;515;44.0;249.9;8.5;0;0;0;27;09:00;0.0;0.92;0.0;0.92;16.25;0.67;16.92;41.666666666666664;27;18:52;29;16:30;BERÇO AL 01;TRANSPETRO;GL;BERÇO AL 01;27;09:55;27;11:45;27;11:45;29;05:25;29;22:20;29;23:50
S014;516;38.0;249.97;10.1;0;0;0;27;10:46;60.33;0.0;21.58;81.92;4.92;0.0;4.92;13.75;31;09:35;32;02:28;BERÇO BTP 1;BTP;CGC;BERÇO BTP 2;30;20:45;30;22:30;30;22:30;31;12:15;31;17:10;31;18:35
S014;517;32.28;229.0;7.75;0;0;0;27;11:12;0.0;0.67;0.0;0.67;0.0;0.0;0.0;15.083333333333334;27;11:57;28;05:35;BERÇO CUTRALE;CUTRALE - GSA - E;GSA - E;BERÇO CUTRALE;27;11:55;27;12:55;27;12:55;28;04:00;28;04:00;28;04:40
S014;518;25.0;182.47;8.3;0;0;0;27;13:00;0.08;0.0;0.0;0.08;0.0;0.17;0.17;13.166666666666666;27;13:43;28;08:40;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 1.2;27;13:05;27;13:55;27;13:55;28;03:05;28;03:15;28;04:25
S014;519;48.0;328.46;11.4;0;0;0;27;13:36;0.0;0.0;0.0;0.0;0.0;1.08;1.08;15.75;28;21:08;29;16:30;BERÇO BTP 2;BTP;CGC;BERÇO BTP 3;27;13:40;27;15:25;27;15:25;28;07:10;28;08:15;28;09:40
S014;520;32.0;183.07;8.1;0;0;0;27;20:30;3.5;0.0;0.08;3.58;0.0;0.25;0.25;17.666666666666668;29;21:40;30;20:48;BERÇO IB OE;AGEO_TERMINAIS;GL;BERÇO IB OE;28;00:05;28;01:25;28;01:25;28;19:05;28;19:20;28;21:00
S014;521;43.0;272.0;12.6;0;0;0;27;20:54;3.08;0.0;0.0;3.08;0.0;0.33;0.33;16.416666666666668;29;14:00;30;12:50;BERÇO BTP 3;BTP;CGC;BERÇO BTP 2;28;00:00;28;01:25;28;01:25;28;17:50;28;18:10;28;19:55
S014;522;40.0;300.4;11.5;0;0;0;27;22:24;0.0;0.0;1.75;1.75;5.75;0.25;6.0;38.5;28;15:12;30;07:42;BERÇO DPW 1;DPW - CGC;CGC;BERÇO DPW 2;28;00:10;28;01:25;28;01:25;29;15:55;29;21:55;29;23:30
S014;523;36.0;210.0;9.5;0;0;0;27;23:30;0.0;0.0;0.75;0.75;14.83;0.42;15.25;29.083333333333332;28;01:54;29;09:51;BERÇO DPW 3;DPW - CGNC;CGNC;BERÇO DPW 4;28;00:15;28;01:45;28;01:45;29;06:50;29;22:05;29;23:15
S014;524;33.0;201.8;8.1;0;0;0;28;00:29;46.67;0.0;3.67;50.33;0.0;0.0;0.0;53.666666666666664;31;21:45;34;07:05;BERÇO ARM 32;AUTORIDADE_MACUCO;CGNC;BERÇO ARM 32;30;02:50;30;04:00;30;04:00;32;09:40;32;09:40;32;10:30
S014;525;33.0;201.8;11.0;0;0;0;28;00:30;119.5;2.75;0.0;122.25;0.0;0.25;0.25;54.5;34;08:10;36;17:36;BERÇO DPW 4;DPW - CGNC;CGNC;BERÇO DPW 3;33;02:45;33;04:15;33;04:15;35;10:45;35;11:00;35;12:10
S014;526;37.0;254.73;10.1;0;0;0;28;01:00;0.0;0.0;0.17;0.17;0.0;0.42;0.42;16.833333333333332;28;01:40;28;21:28;BERÇO TECON 3;SANTOSBR;CGC;BERÇO TECON 1.1;28;01:10;28;02:00;28;02:00;28;18:50;28;19:15;28;20:25
S014;527;32.0;229.0;6.9;0;0;0;28;02:36;0.0;0.0;0.25;0.25;3.25;0.92;4.17;221.0;28;05:00;37;14:16;BERÇO TIPLAM 2;TIPLAM - GSA - E;GSA - E;BERÇO TIPLAM 3;28;02:55;28;05:20;28;05:20;37;10:20;37;14:30;37;16:25
S014;528;37.0;256.07;9.8;0;0;0;28;03:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.916666666666666;28;11:55;29;08:20;BERÇO TECON 1.2;SANTOSBR;CGC;BERÇO TECON 2;28;03:00;28;03:50;28;03:50;28;19:45;28;19:45;28;20:55
S014;529;32.0;180.0;8.1;0;0;1;28;04:50;0.0;0.83;0.0;0.83;8.75;0.75;9.5;30.666666666666668;28;05:50;29;16:10;BERÇO TEV;TEV;RORO;BERÇO TEV;28;05:40;28;06:55;28;06:55;29;13:35;29;23:05;30;00:00
