SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S20254;200;35.0;185.97;8.35;0;0;0;6;17:00;0.0;0.0;0.33;0.33;0.0;1.17;1.17;14.833333333333334;7;05:44;7;23:30;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 1.1;6;17:20;6;18:15;6;18:15;7;09:05;7;10:15;7;11:25
S20254;201;25.0;182.47;7.5;0;0;0;6;17:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.916666666666666;6;17:50;7;10:50;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 2;6;17:00;6;17:55;6;17:55;7;04:50;7;04:50;7;06:00
S20254;202;37.0;255.4;12.9;0;0;0;6;18:00;0.0;3.0;0.0;3.0;0.0;2.17;2.17;19.833333333333332;6;19:38;7;19:05;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 2;6;21:00;6;22:40;6;22:40;7;18:30;7;20:40;7;21:55
S20254;203;32.0;228.99;7.16;0;0;0;6;19:30;0.33;0.0;0.42;0.75;0.0;0.0;0.0;115.75;7;14:40;12;13:15;BERÇO ARM 38;OUTROS_PONTA;CGNC;;BERÇO ARM 38;6;20:15;6;21:20;6;21:20;11;17:05;;;;;;
S20254;205;37.0;254.73;10.8;0;0;0;6;23:50;0.17;0.0;0.0;0.17;0.0;0.58;0.58;9.333333333333334;7;01:18;7;19:14;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 1.2;7;00:00;7;00:55;7;00:55;7;10:15;7;10:50;7;12:00
S20254;206;32.0;229.0;8.98;0;0;0;7;00:01;0.33;0.0;0.25;0.58;4.0;2.5;6.5;56.5;7;01:00;9;17:20;BERÇO ARM 16/17;TGRAO;GSA - E;;BERÇO OUT 3;7;00:40;7;02:00;7;02:00;9;10:30;9;17:00;9;17:55
S20254;207;27.0;169.37;5.33;0;0;0;7;00:01;0.0;0.0;0.25;0.25;0.0;0.0;0.0;118.5;7;02:00;12;10:46;BERÇO USIMINAS 4;USIMINAS;GSM - E;;BERÇO USIMINAS 4;7;00:20;7;02:40;7;02:40;12;01:10;;;;;;
S20254;208;32.0;199.94;7.6;0;0;1;7;06:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.333333333333336;7;09:55;9;08:45;BERÇO TEV;TEV;RORO;;BERÇO TEV;7;06:30;7;07:50;7;07:50;9;04:10;9;04:10;9;05:05
S20254;209;18.0;85.34;5.0;0;0;0;7;09:05;0.0;0.0;0.58;0.58;0.0;0.0;0.0;72.91666666666667;7;09:15;10;09:30;BERÇO SAIPEM 3;SAIPEM;CGNC;;BERÇO SAIPEM 3;7;09:40;7;10:35;7;10:35;10;11:30;10;11:30;10;12:00
S20254;212;30.0;179.97;10.46;0;0;0;7;14:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.66666666666667;7;18:51;11;18:04;BERÇO CS 02;OUTROS_SABOO;CGNC;;BERÇO CS 02;7;14:00;7;15:25;7;15:25;11;12:05;;;;;;
S20254;213;28.0;177.85;10.16;0;0;0;7;14:30;0.0;0.0;0.33;0.33;0.0;0.0;0.0;304.6666666666667;7;19:05;20;14:59;BERÇO ARM 13/14;OUTROS_PAQUETA;CGNC;;BERÇO ARM 13/14;7;14:50;7;16:00;7;16:00;20;08:40;;;;;;
S20254;214;22.0;119.9;7.6;0;0;0;7;15:00;0.0;0.0;0.17;0.17;0.0;0.0;0.0;49.083333333333336;7;19:03;10;02:46;BERÇO IB BC;AGEO_TERMINAIS;GL;;BERÇO Ageo I;7;15:10;7;16:55;7;16:55;9;18:00;9;18:00;9;19:20
S20254;216;43.0;270.93;10.0;0;0;0;7;21:00;1.25;0.0;3.0;4.25;0.0;0.33;0.33;16.0;7;22:25;8;16:41;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 2;8;01:15;8;02:30;8;02:30;8;18:30;8;18:50;8;19:40
S20254;217;25.0;160.0;6.8;0;0;0;7;22:20;1.67;0.0;0.58;2.25;0.0;0.0;0.0;90.83333333333333;7;23:00;12;03:30;BERÇO Ageo I;AGEO_TERMINAIS;GL;;BERÇO IB OE;8;00:35;8;02:20;8;02:20;11;21:10;;;;;;
S20254;218;17.0;82.3;4.4;0;0;0;7;22:40;0.0;0.0;0.0;0.0;0.0;1.58;1.58;19.083333333333332;7;22:50;8;17:20;BERÇO SAIPEM 1;SAIPEM;CGNC;;BERÇO SAIPEM 2;7;22:40;7;23:35;7;23:35;8;18:40;8;20:15;8;21:05
S20254;219;32.0;183.1;9.8;0;0;0;7;22:52;1.08;0.0;0.0;1.08;0.0;4.17;4.17;61.166666666666664;7;23:59;10;16:10;BERÇO AL 03;OUTROS_ALAMOA;CGNC;;BERÇO AL 03;8;00:00;8;01:35;8;01:35;10;14:45;10;18:55;10;20:45
S20254;221;36.0;266.65;12.3;0;0;0;8;01:00;0.0;4.08;14.67;18.75;0.0;0.25;0.25;13.583333333333334;8;01:48;8;15:48;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 2;8;19:45;8;20:40;8;20:40;9;10:15;9;10:30;9;11:40
S20254;222;35.0;185.97;9.45;0;0;0;8;02:00;0.0;4.33;0.0;4.33;0.0;0.08;0.08;12.833333333333334;8;12:29;9;07:35;BERÇO DPW 3;DPW - CGC;CGC;;BERÇO DPW 1;8;06:20;8;07:40;8;07:40;8;20:30;8;20:35;8;22:10
S20254;223;48.0;299.99;10.6;0;0;0;8;02:18;0.0;0.0;0.0;0.0;0.67;0.67;1.33;21.666666666666668;9;04:34;10;03:13;BERÇO BTP 2;BTP;CGC;;BERÇO BTP 2;8;02:20;8;04:10;8;04:10;9;01:50;9;03:10;9;04:35
S20254;224;33.0;183.1;9.6;0;0;0;8;03:48;0.0;0.0;0.0;0.0;0.0;0.25;0.25;60.0;8;04:56;10;16:10;BERÇO IB SP;AGEO_TERMINAIS;GL;;BERÇO IB BC;8;03:50;8;05:15;8;05:15;10;17:15;10;17:30;10;19:10
S20254;225;30.0;222.15;10.0;0;0;0;8;04:00;0.0;0.0;0.08;0.08;0.0;0.92;0.92;6.916666666666667;8;04:42;8;12:40;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 1.2;8;04:05;8;05:00;8;05:00;8;11:55;8;12:50;8;14:00
S20254;226;28.0;172.0;7.7;0;0;0;8;05:00;0.0;0.0;0.0;0.0;0.0;0.58;0.58;20.333333333333332;8;05:47;9;07:57;BERÇO TECON 1.1;SANTOSBR;CGC;;BERÇO TECON 1.1;8;05:00;8;05:55;8;05:55;9;02:15;9;02:50;9;04:00
S20254;227;32.0;199.9;8.12;0;0;0;8;05:05;0.0;0.0;0.5;0.5;0.0;0.17;0.17;41.833333333333336;8;05:50;10;01:18;BERÇO ARM 34;OUTROS_LIBRA;CGNC;;BERÇO ARM 34;8;05:35;8;06:50;8;06:50;10;00:40;10;00:50;10;01:40
S20254;228;38.0;333.33;8.55;0;1;0;8;06:25;2.42;0.0;0.08;2.5;0.0;0.0;0.0;12.166666666666666;8;07:20;8;18:45;BERÇO OUT 1;CONCAIS;PASSAGEIROS;;BERÇO OUT 1;8;08:55;8;10:15;8;10:15;8;22:25;8;22:25;8;23:20
S20254;229;51.0;336.0;13.3;0;0;0;8;07:00;3.33;1.67;0.0;5.0;0.0;0.0;0.0;77.25;8;08:50;11;17:18;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 2;8;12:00;8;13:20;8;13:20;11;18:35;;;;;;
S20254;232;51.0;336.0;14.4;0;0;0;8;09:52;4.25;0.0;0.58;4.83;0.0;1.92;1.92;22.666666666666668;9;04:57;10;07:40;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 3;8;14:45;8;15:40;8;15:40;9;14:20;9;16:15;9;17:25
S20254;233;37.0;227.97;10.0;0;0;0;8;12:00;0.0;0.0;0.42;0.42;0.0;1.67;1.67;21.416666666666668;8;13:12;9;12:48;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 1.2;8;12:25;8;13:20;8;13:20;9;10:45;9;12:25;9;13:35
S20254;234;40.0;300.4;11.5;0;0;0;8;15:00;0.0;0.0;1.83;1.83;0.0;0.0;0.0;13.0;8;21:40;9;11:55;BERÇO BTP 3;BTP;CGC;;BERÇO BTP 3;8;16:50;8;18:20;8;18:20;9;07:20;9;07:20;9;09:05
S20254;237;17.0;82.3;5.0;0;0;0;8;21:20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.33333333333333;8;21:35;12;14:15;BERÇO SAIPEM 1;SAIPEM;CGNC;;BERÇO SAIPEM 1;8;21:20;8;22:15;8;22:15;12;15:35;;;;;;
S20254;238;32.0;183.0;8.0;0;0;0;8;23:10;0.83;0.0;0.0;0.83;0.0;1.33;1.33;32.916666666666664;9;00:50;10;18:22;BERÇO AL 01;TRANSPETRO;GL;;BERÇO AL 01;9;00:00;9;01:55;9;01:55;10;10:50;10;12:10;10;13:40
S20254;239;48.0;333.2;11.8;0;0;0;9;00:50;3.83;7.5;0.0;11.33;0.0;0.0;0.0;28.083333333333332;9;01:54;10;08:40;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 1.2;9;12:10;9;13:05;9;13:05;10;17:10;10;17:10;10;18:20
S20254;240;32.31;189.9;7.0;0;0;0;9;01:35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.58333333333333;9;22:42;13;04:10;BERÇO TIPLAM 3;TIPLAM - GSA - E;GSA - E;;BERÇO TIPLAM 3;9;01:35;9;04:05;9;04:05;12;03:40;;;;;;
S20254;242;50.0;305.0;8.52;0;1;0;9;05:42;0.25;0.0;0.0;0.25;0.0;0.67;0.67;11.333333333333334;9;06:35;9;17:10;BERÇO ARM 31/32;CONCAIS;PASSAGEIROS;;BERÇO OUT 1;9;06:00;9;07:20;9;07:20;9;18:40;9;19:20;9;20:15
S20254;243;37.0;229.0;7.5;0;0;0;9;06:00;0.0;14.33;0.0;14.33;0.0;0.0;0.0;65.75;10;15:10;13;12:10;BERÇO TGG;TGG;GSA - E;;BERÇO TGG;9;20:20;9;21:30;9;21:30;12;15:15;;;;;;
S20254;244;52.0;331.43;8.65;0;1;0;9;06:15;0.0;0.0;0.0;0.0;0.0;0.25;0.25;11.083333333333334;9;07:10;9;17:30;BERÇO OUT 1;CONCAIS;PASSAGEIROS;;BERÇO ARM 31/32;9;06:15;9;07:30;9;07:30;9;18:35;9;18:50;9;20:00
S20254;245;40.0;272.05;10.7;0;0;0;9;07:00;0.92;26.08;0.0;27.0;0.0;0.0;0.0;17.333333333333332;9;14:50;10;09:15;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 2;10;10:00;10;10:55;10;10:55;11;04:15;;;;;;
S20254;246;32.0;260.66;11.4;0;0;0;9;07:15;1.33;27.5;0.0;28.83;0.0;0.0;0.0;18.333333333333332;9;21:40;10;18:13;BERÇO DPW 2;DPW - CGC;CGC;;BERÇO DPW 1;10;12:05;10;13:25;10;13:25;11;07:45;;;;;;
S20254;248;51.0;335.93;10.0;0;0;0;9;08:30;0.83;0.0;0.0;0.83;0.0;0.0;0.0;24.25;10;11:20;11;14:25;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 2;9;09:20;9;10:35;9;10:35;10;10:50;10;10:50;10;11:40
S20254;250;45.0;299.9;10.75;0;0;0;9;14:00;0.0;1.42;0.0;1.42;0.0;0.0;0.0;51.333333333333336;10;12:25;12;17:35;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 3;9;15:25;9;16:20;9;16:20;11;19:40;;;;;;
S20254;251;18.0;116.9;4.6;0;0;0;9;14:06;0.0;0.0;0.08;0.08;0.0;0.0;0.0;21.833333333333332;10;06:00;11;15:35;BERÇO IB BC;AGEO_TERMINAIS;GL;;BERÇO IB SP;9;14:15;9;16:00;9;16:00;10;13:50;10;13:50;10;15:10
S20254;252;32.0;199.97;9.0;0;0;1;9;15:00;0.0;0.08;0.0;0.08;0.0;3.33;3.33;12.416666666666666;9;15:50;10;08:10;BERÇO TEV;TEV;RORO;;BERÇO TEV;9;15:05;9;16:25;9;16:25;10;04:50;10;08:10;10;09:05
S20254;253;40.0;272.02;13.2;0;0;0;9;16:20;0.0;0.0;4.67;4.67;0.0;0.0;0.0;30.333333333333332;9;17:40;11;00:40;BERÇO BTP 3;BTP;CGC;;BERÇO BTP 2;9;21:00;9;22:30;9;22:30;11;04:50;;;;;;
S20254;254;32.0;199.0;8.8;0;0;1;9;17:30;1.33;27.33;0.0;28.67;0.0;0.0;0.0;13.916666666666666;10;13:23;11;08:27;BERÇO TEV;TEV;RORO;;BERÇO TEV;10;22:10;10;23:30;10;23:30;11;13:25;;;;;;
S20254;259;32.0;188.0;6.4;0;0;0;10;02:23;0.0;0.0;0.25;0.25;0.0;0.0;0.0;31.916666666666668;10;03:15;11;12:50;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;;BERÇO ARM 20/21;10;02:40;10;04:05;10;04:05;11;12:00;;;;;;
S20254;260;44.0;323.0;8.5;0;1;0;10;05:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.583333333333334;10;05:55;10;17:45;BERÇO OUT 1;CONCAIS;PASSAGEIROS;;BERÇO ARM 31/32;10;05:00;10;06:15;10;06:15;10;18:50;10;18:50;10;20:00
S20254;261;44.0;289.59;8.3;0;1;0;10;06:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.416666666666666;10;07:25;10;18:05;BERÇO ARM 25;CONCAIS;PASSAGEIROS;;BERÇO ARM 25;10;06:30;10;07:50;10;07:50;10;19:15;10;19:15;10;20:30
S20254;265;48.0;333.2;14.4;0;0;0;10;15:30;0.0;0.92;0.0;0.92;0.0;0.0;0.0;39.833333333333336;10;16:22;12;11:40;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 1.2;10;16:25;10;17:20;10;17:20;12;09:10;;;;;;
S20254;268;33.0;183.1;7.9;0;0;0;10;16:10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.333333333333336;10;16:48;12;13:41;BERÇO AL 03;OUTROS_ALAMOA;CGNC;;BERÇO AL 04;10;16:10;10;17:45;10;17:45;12;12:05;;;;;;
S20254;269;32.0;183.1;9.5;0;0;0;10;16:10;0.0;0.0;4.67;4.67;0.0;0.0;0.0;76.41666666666667;10;16:50;13;21:34;BERÇO IB SP;ADONAI;GL;;BERÇO IB BC;10;20:50;10;22:15;10;22:15;14;02:40;;;;;;
S20254;271;19.0;88.8;5.3;0;0;0;10;21:10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.75;10;21:20;11;15:30;BERÇO SAIPEM 2;SAIPEM;CGNC;;BERÇO SAIPEM 3;10;21:10;10;22:05;10;22:05;11;16:50;;;;;;
S20254;24;32.0;199.9;6.6;0;0;0;-7;14:00;0.0;0.0;0.0;0.0;0.75;0.08;0.83;34.583333333333336;0;12:30;2;09:50;BERÇO ARM 20/21;AUTORIDADE_OUT;CGNC;;BERÇO ARM 20/21;;;;;;;;;2;11:25;2;12:25
S20254;29;32.0;225.0;8.0;0;0;0;-6;03:00;0.0;0.0;0.0;0.0;0.0;0.08;0.08;19.833333333333332;0;21:10;1;19:05;BERÇO ARM 32;AUTORIDADE_MACUCO;CGNC;;BERÇO ARM 32;;;;;;;;;1;19:55;1;20:45
S20254;38;33.0;224.96;7.0;0;0;0;-6;11:36;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.833333333333334;-3;01:10;1;09:05;BERÇO OUT 3;TGRAO;GSA - E;;BERÇO OUT 3;;;;;;;;;1;10:50;1;11:45
S20254;76;32.0;204.35;11.6;0;0;0;-3;08:30;0.0;0.0;0.0;0.0;0.0;0.17;0.17;15.833333333333334;-1;17:24;1;15:04;BERÇO DPW 4;DPW - CGNC;CGNC;;BERÇO DPW 4;;;;;;;;;1;16:00;1;17:10
S20254;77;23.0;142.4;7.0;0;0;0;-3;09:30;0.0;0.0;0.0;0.0;0.0;2.42;2.42;30.916666666666668;-3;13:40;2;06:10;BERÇO IB OE;AGEO_TERMINAIS;GL;;BERÇO IB OE;;;;;;;;;2;09:20;2;11:00
S20254;79;32.0;183.06;11.4;0;0;0;-3;12:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.083333333333332;-2;18:45;1;15:18;BERÇO Ageo I;AGEO_TERMINAIS;GL;;BERÇO Ageo I;;;;;;;;;1;16:05;1;17:45
S20254;87;51.0;335.93;13.3;0;0;0;-3;21:18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.583333333333334;-1;18:32;1;08:50;BERÇO TECON 3;SANTOSBR;CGC;;BERÇO TECON 3;;;;;;;;;1;09:35;1;10:45
S20254;92;43.0;270.9;10.8;0;0;0;-2;03:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.5;0;14:26;2;09:43;BERÇO DPW 1;DPW - CGC;CGC;;BERÇO DPW 1;;;;;;;;;2;10:30;2;12:05
S20254;98;32.0;186.07;8.2;0;0;0;-2;20:04;0.0;0.0;0.0;0.0;0.0;0.25;0.25;19.416666666666668;-2;21:25;1;18:40;BERÇO IB SP;AGEO_TERMINAIS;GL;;BERÇO IB SP;;;;;;;;;1;19:40;1;21:20
S20254;105;32.0;213.88;8.5;0;0;0;-1;07:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.916666666666667;0;08:08;1;04:10;BERÇO VAL;BTP;CGC;;BERÇO VAL;;;;;;;;;1;04:55;1;06:35
S20254;106;38.0;229.2;7.9;0;0;0;-1;07:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.0;-1;11:40;5;15:15;BERÇO ARM 12A;OUTROS_PAQUETA;CGNC;;BERÇO ARM 12A;;;;;;;;;5;16:00;5;17:05
S20254;108;32.0;231.0;11.5;0;0;0;-1;10:00;0.0;0.0;0.0;0.0;0.0;0.33;0.33;12.75;0;07:35;1;12:00;BERÇO TECON 2;SANTOSBR;CGC;;BERÇO TECON 2;;;;;;;;;1;13:05;1;14:15
S20254;111;25.0;182.47;7.6;0;0;0;-1;13:00;0.0;0.0;0.0;0.0;0.0;1.83;1.83;5.666666666666667;-1;13:25;1;04:55;BERÇO TECON 1.1;SANTOSBR;CGC;;BERÇO TECON 1.1;;;;;;;;;1;07:30;1;08:40
S20254;112;33.0;177.9;8.2;0;0;0;-1;13:20;0.0;0.0;0.0;0.0;0.0;0.5;0.5;110.66666666666667;-1;13:30;5;13:55;BERÇO SAIPEM 1;SAIPEM;CGNC;;BERÇO SAIPEM 1;;;;;;;;;5;15:10;5;15:40
S20254;113;32.25;294.1;12.55;0;0;0;-1;17:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0;06:13;1;12:13;BERÇO DPW 2;DPW - CGC;CGC;;BERÇO DPW 2;;;;;;;;;1;13:00;1;14:35
S20254;117;48.0;329.86;12.4;0;0;0;0;00:01;0.0;0.0;0.0;0.0;0.0;1.92;1.92;25.25;0;09:49;2;00:30;BERÇO BTP 2;BTP;CGC;;BERÇO BTP 2;;;;;;;;;2;03:10;2;04:55
S20254;119;21.0;134.75;7.9;0;0;0;0;04:23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.5;0;05:52;2;13:45;BERÇO IB BC;AGEO_TERMINAIS;GL;;BERÇO IB BC;;;;;;;;;2;14:30;2;16:10
S20254;121;37.0;255.0;10.3;0;0;0;0;05:30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3333333333333335;0;06:30;1;01:35;BERÇO TECON 1.2;SANTOSBR;CGC;;BERÇO TECON 1.2;;;;;;;;;1;02:20;1;03:30
S20254;123;32.23;183.05;8.8;0;0;0;0;07:45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.5;0;12:20;2;21:42;BERÇO AL 01;TRANSPETRO;GL;;BERÇO AL 01;;;;;;;;;2;22:30;3;00:00
S20254;124;19.0;88.8;4.9;0;0;0;0;14:05;0.0;0.0;0.0;0.0;0.0;0.08;0.08;49.25;0;14:15;3;00:30;BERÇO SAIPEM 2;SAIPEM;CGNC;;BERÇO SAIPEM 2;;;;;;;;;3;01:20;3;01:50
S20254;127;36.0;199.99;8.65;0;0;0;0;17:30;0.0;0.0;0.0;0.0;0.0;0.08;0.08;39.0;0;20:05;2;14:15;BERÇO ARM 34;OUTROS_LIBRA;CGNC;;BERÇO ARM 34;;;;;;;;;2;15:05;2;15:55
