SCENARIO_ID;ARRIVAL_ID;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME
2SemDragagem2030;4020;6.92;102.42;0.0;109.33
2SemDragagem2030;4021;140.5;375.5;0.08;516.08
2SemDragagem2030;4022;49.08;512.83;0.08;562.0
2SemDragagem2030;4023;18.75;143.42;0.17;162.33
2SemDragagem2030;4024;110.5;45.42;0.08;156.0
2SemDragagem2030;4025;92.0;282.08;0.0;374.08
2SemDragagem2030;4026;769.17;752.42;0.08;1521.67
2SemDragagem2030;4027;4.58;45.5;0.0;50.08
2SemDragagem2030;4028;1.33;20.25;0.0;21.58
2SemDragagem2030;4029;21.67;231.83;0.0;253.5
2SemDragagem2030;4030;72.08;482.33;0.08;554.5
2SemDragagem2030;4031;5.75;36.0;0.0;41.75
2SemDragagem2030;4032;1.58;16.67;0.0;18.25
2SemDragagem2030;4033;5.08;40.67;0.0;45.75
2SemDragagem2030;4034;6.67;62.33;0.0;69.0
2SemDragagem2030;4035;0.0;0.0;0.0;0.0
2SemDragagem2030;4036;0.0;0.25;0.0;0.25
2SemDragagem2030;4037;5.58;41.67;1.92;49.17
2SemDragagem2030;4038;44.92;568.92;0.0;613.83
2SemDragagem2030;4039;136.83;934.33;0.33;1071.5
2SemDragagem2030;4040;327.75;788.75;0.25;1116.75
2SemDragagem2030;4041;5.25;40.17;0.0;45.42
2SemDragagem2030;4042;3.5;33.5;0.0;37.0
2SemDragagem2030;4043;5.92;61.58;0.0;67.5
2SemDragagem2030;4044;6.92;55.92;0.0;62.83
2SemDragagem2030;4045;4.58;40.58;0.0;45.17
2SemDragagem2030;4046;12.17;80.42;0.0;92.58
2SemDragagem2030;4047;80.33;35.25;0.0;115.58
2SemDragagem2030;4048;0.0;0.0;0.0;0.0
2SemDragagem2030;4049;16.25;111.75;0.0;128.0
2SemDragagem2030;4050;147.0;406.5;0.08;553.58
2SemDragagem2030;4051;50.58;536.0;0.08;586.67
2SemDragagem2030;4052;29.25;377.0;0.0;406.25
2SemDragagem2030;4053;10.67;27.5;58.08;96.25
2SemDragagem2030;4054;16.25;28.33;68.08;112.67
2SemDragagem2030;4055;18.75;142.0;0.17;160.92
2SemDragagem2030;4056;18.75;145.67;0.25;164.67
2SemDragagem2030;4057;835.17;858.42;0.0;1693.58
2SemDragagem2030;4058;808.17;808.83;0.08;1617.08
2SemDragagem2030;4059;835.0;859.58;0.0;1694.58
2SemDragagem2030;4060;4.58;49.17;0.0;53.75
2SemDragagem2030;4061;78.42;516.92;0.08;595.42
2SemDragagem2030;4062;19.58;100.33;0.0;119.92
2SemDragagem2030;4063;13.17;78.58;0.0;91.75
2SemDragagem2030;4064;5.75;48.33;0.0;54.08
2SemDragagem2030;4065;0.0;0.33;0.0;0.33
2SemDragagem2030;4066;0.0;0.0;0.0;0.0
2SemDragagem2030;4067;0.0;1.5;0.0;1.5
2SemDragagem2030;4068;0.0;5.5;0.0;5.5
2SemDragagem2030;4069;19.75;26.42;1.0;47.17
2SemDragagem2030;4070;13.58;21.33;1.08;36.0
2SemDragagem2030;4071;93.92;628.17;0.0;722.08
2SemDragagem2030;4072;102.67;578.5;0.08;681.25
2SemDragagem2030;4073;302.5;706.0;0.08;1008.58
2SemDragagem2030;4074;344.58;812.33;0.25;1157.17
2SemDragagem2030;4075;7.0;58.17;0.0;65.17
2SemDragagem2030;4076;7.75;60.92;0.0;68.67
2SemDragagem2030;4077;14.75;78.17;0.08;93.0
2SemDragagem2030;4078;60.75;546.42;0.0;607.17
2SemDragagem2030;4079;71.0;556.17;0.0;627.17
2SemDragagem2030;4080;106.83;560.92;0.0;667.75
2SemDragagem2030;4081;15.58;135.25;0.25;151.08
2SemDragagem2030;4082;16.83;145.67;0.33;162.83
2SemDragagem2030;4083;1.58;23.17;0.0;24.75
2SemDragagem2030;4084;169.25;249.17;0.0;418.42
2SemDragagem2030;4085;114.08;93.0;0.0;207.08
2SemDragagem2030;4086;0.0;0.0;0.0;0.0
2SemDragagem2030;4087;80.83;500.25;0.08;581.17
2SemDragagem2030;4088;0.0;4.33;0.0;4.33
2SemDragagem2030;4089;3.83;42.0;0.0;45.83
2SemDragagem2030;4090;7.33;1.67;0.0;9.0
2SemDragagem2030;4091;0.0;0.0;0.0;0.0
2SemDragagem2030;4092;0.0;0.25;0.0;0.25
2SemDragagem2030;4093;14.42;84.67;0.0;99.08
2SemDragagem2030;4094;0.0;2.5;0.0;2.5
2SemDragagem2030;4095;5.58;5.83;0.0;11.42
2SemDragagem2030;4096;301.58;709.75;0.08;1011.42
2SemDragagem2030;4097;316.42;749.83;0.08;1066.33
2SemDragagem2030;4098;12.83;59.58;0.08;72.5
2SemDragagem2030;4099;14.42;81.5;0.17;96.08
2SemDragagem2030;4100;14.75;84.0;0.17;98.92
2SemDragagem2030;4101;0.0;0.42;0.0;0.42
2SemDragagem2030;4102;103.33;546.67;0.0;650.0
2SemDragagem2030;4103;214.33;472.17;0.0;686.5
2SemDragagem2030;4104;241.42;508.08;0.0;749.5
2SemDragagem2030;4105;106.17;577.33;0.0;683.5
2SemDragagem2030;4106;13.08;41.75;30.33;85.17
2SemDragagem2030;4107;87.92;55.83;0.33;144.08
2SemDragagem2030;4108;35.08;50.17;0.0;85.25
2SemDragagem2030;4109;547.42;1095.0;0.0;1642.42
2SemDragagem2030;4110;1.33;26.25;0.0;27.58
2SemDragagem2030;4111;137.33;574.08;0.08;711.5
2SemDragagem2030;4112;129.83;509.08;0.08;639.0
2SemDragagem2030;4113;129.83;509.25;0.08;639.17
2SemDragagem2030;4114;0.0;4.42;0.0;4.42
2SemDragagem2030;4115;1.58;21.92;0.0;23.5
2SemDragagem2030;4116;0.0;0.25;0.0;0.25
2SemDragagem2030;4117;0.0;0.33;0.0;0.33
2SemDragagem2030;4118;16.42;3.25;0.42;20.08
2SemDragagem2030;4119;24.67;5.42;1.42;31.5
2SemDragagem2030;4120;10.25;2.67;0.0;12.92
2SemDragagem2030;4121;103.25;706.83;0.0;810.08
2SemDragagem2030;4122;106.92;597.92;0.08;704.92
2SemDragagem2030;4123;360.33;879.75;0.25;1240.33
2SemDragagem2030;4124;349.92;827.0;0.25;1177.17
2SemDragagem2030;4125;39.75;32.5;0.0;72.25
2SemDragagem2030;4126;217.75;485.0;0.0;702.75
2SemDragagem2030;4127;26.25;359.0;0.0;385.25
2SemDragagem2030;4128;34.33;433.25;0.0;467.58
2SemDragagem2030;4129;15.58;118.0;0.25;133.83
2SemDragagem2030;4130;12.83;58.25;0.08;71.17
2SemDragagem2030;4131;44.92;101.17;0.0;146.08
2SemDragagem2030;4132;538.58;1078.75;0.0;1617.33
2SemDragagem2030;4133;17.42;173.5;0.0;190.92
2SemDragagem2030;4134;20.92;241.83;0.0;262.75
2SemDragagem2030;4135;12.08;33.75;0.0;45.83
2SemDragagem2030;4136;15.75;68.0;0.0;83.75
2SemDragagem2030;4137;96.58;222.08;0.0;318.67
2SemDragagem2030;4138;0.0;0.0;0.0;0.0
2SemDragagem2030;4139;9.33;7.58;2.0;18.92
2SemDragagem2030;4140;27.75;15.58;1.08;44.42
2SemDragagem2030;4141;330.25;792.67;0.08;1123.0
2SemDragagem2030;4142;302.42;735.58;0.08;1038.08
2SemDragagem2030;4143;349.33;912.42;0.25;1262.0
2SemDragagem2030;4144;4.75;21.5;47.33;73.58
2SemDragagem2030;4145;7.25;115.5;0.25;123.0
2SemDragagem2030;4146;65.5;60.67;0.25;126.42
2SemDragagem2030;4147;87.08;63.42;0.25;150.75
2SemDragagem2030;4148;103.25;359.42;0.0;462.67
2SemDragagem2030;4149;49.25;197.17;0.0;246.42
2SemDragagem2030;4150;518.92;1069.08;0.0;1588.0
2SemDragagem2030;4151;124.25;529.58;0.0;653.83
2SemDragagem2030;4152;5.42;58.0;0.0;63.42
2SemDragagem2030;4153;5.75;88.5;0.0;94.25
2SemDragagem2030;4154;139.42;311.25;0.0;450.67
2SemDragagem2030;4155;162.0;194.25;0.0;356.25
2SemDragagem2030;4156;0.0;0.0;0.0;0.0
2SemDragagem2030;4157;3.58;2.0;0.0;5.58
2SemDragagem2030;4158;1.83;28.58;1.0;31.42
2SemDragagem2030;4159;3.67;50.58;1.0;55.25
2SemDragagem2030;4160;1.83;20.17;2.0;24.0
2SemDragagem2030;4161;99.58;817.0;0.0;916.58
2SemDragagem2030;4162;506.67;701.42;0.08;1208.17
2SemDragagem2030;4163;336.67;819.67;0.08;1156.42
2SemDragagem2030;4164;317.42;766.17;0.08;1083.67
2SemDragagem2030;4165;153.5;1171.5;0.25;1325.25
2SemDragagem2030;4166;158.0;1213.25;0.25;1371.5
2SemDragagem2030;4167;393.58;1006.83;0.25;1400.67
2SemDragagem2030;4168;0.0;0.08;0.0;0.08
2SemDragagem2030;4169;3.17;59.17;0.17;62.5
2SemDragagem2030;4170;221.5;496.0;0.0;717.5
2SemDragagem2030;4171;0.0;0.0;0.0;0.0
2SemDragagem2030;4172;34.5;462.42;0.0;496.92
2SemDragagem2030;4173;2.5;51.0;0.0;53.5
2SemDragagem2030;4174;6.25;31.33;80.58;118.17
2SemDragagem2030;4175;7.5;42.0;92.5;142.0
2SemDragagem2030;4176;14.58;267.33;0.42;282.33
2SemDragagem2030;4177;48.25;206.58;0.42;255.25
2SemDragagem2030;4178;187.33;66.42;0.33;254.08
2SemDragagem2030;4179;170.0;412.42;0.0;582.42
2SemDragagem2030;4180;8.33;237.42;0.0;245.75
2SemDragagem2030;4181;0.0;18.67;0.0;18.67
2SemDragagem2030;4182;17.17;321.83;0.0;339.0
2SemDragagem2030;4183;133.0;591.42;0.0;724.42
2SemDragagem2030;4184;10.0;119.25;0.0;129.25
2SemDragagem2030;4185;5.75;83.5;0.0;89.25
2SemDragagem2030;4186;83.92;501.67;0.08;585.67
2SemDragagem2030;4187;0.0;0.08;0.0;0.08
2SemDragagem2030;4188;0.0;1.5;0.0;1.5
2SemDragagem2030;4189;1.83;24.67;0.0;26.5
2SemDragagem2030;4190;3.67;41.42;0.0;45.08
2SemDragagem2030;4191;6.33;48.25;0.0;54.58
2SemDragagem2030;4192;338.5;870.92;0.0;1209.42
2SemDragagem2030;4193;348.67;908.75;0.0;1257.42
2SemDragagem2030;4194;168.58;1296.58;0.25;1465.42
2SemDragagem2030;4195;3.25;68.42;0.0;71.67
2SemDragagem2030;4196;0.0;15.5;0.0;15.5
2SemDragagem2030;4197;3.33;40.42;0.42;44.17
2SemDragagem2030;4198;2.67;41.08;1.67;45.42
2SemDragagem2030;4199;5.0;80.0;2.0;87.0
2SemDragagem2030;4200;3.33;54.58;2.0;59.92
2SemDragagem2030;4201;39.67;32.92;0.25;72.83
2SemDragagem2030;4202;105.67;624.33;0.0;730.0
2SemDragagem2030;4203;228.5;526.0;0.0;754.5
2SemDragagem2030;4204;6.25;27.08;81.67;115.0
2SemDragagem2030;4205;13.33;242.25;0.5;256.08
2SemDragagem2030;4206;3.83;50.33;0.08;54.25
2SemDragagem2030;4207;12.75;329.42;0.0;342.17
2SemDragagem2030;4208;753.0;800.83;0.0;1553.83
2SemDragagem2030;4209;2.67;61.42;0.0;64.08
2SemDragagem2030;4210;1.33;26.92;0.0;28.25
2SemDragagem2030;4211;1.0;1.42;0.0;2.42
2SemDragagem2030;4212;130.5;564.75;0.0;695.25
2SemDragagem2030;4213;7.67;96.17;0.0;103.83
2SemDragagem2030;4214;0.0;13.75;0.08;13.83
2SemDragagem2030;4215;3.17;59.58;0.08;62.83
2SemDragagem2030;4216;315.83;298.0;0.0;613.83
2SemDragagem2030;4217;0.0;0.0;0.0;0.0
2SemDragagem2030;4218;0.0;5.42;1.5;6.92
2SemDragagem2030;4219;0.0;0.33;0.0;0.33
2SemDragagem2030;4220;19.92;14.58;0.0;34.5
2SemDragagem2030;4221;368.42;937.75;0.0;1306.17
2SemDragagem2030;4222;350.33;908.92;0.0;1259.25
2SemDragagem2030;4223;170.0;1314.67;0.25;1484.92
2SemDragagem2030;4224;415.83;1110.42;0.25;1526.5
2SemDragagem2030;4225;3.17;32.92;1.92;38.0
2SemDragagem2030;4226;5.33;90.25;1.92;97.5
2SemDragagem2030;4227;4.0;71.83;1.92;77.75
2SemDragagem2030;4228;29.83;85.92;2.25;118.0
2SemDragagem2030;4229;5.0;74.42;1.92;81.33
2SemDragagem2030;4230;170.08;38.25;0.25;208.58
2SemDragagem2030;4231;0.0;0.5;0.0;0.5
2SemDragagem2030;4232;108.58;638.33;0.08;747.0
2SemDragagem2030;4233;234.33;546.42;0.08;780.83
2SemDragagem2030;4234;81.75;447.0;0.0;528.75
2SemDragagem2030;4235;6.25;42.83;64.83;113.92
2SemDragagem2030;4236;7.5;53.58;72.58;133.67
2SemDragagem2030;4237;13.33;236.75;0.42;250.5
2SemDragagem2030;4238;13.33;234.08;0.42;247.83
2SemDragagem2030;4239;14.58;257.17;0.42;272.17
2SemDragagem2030;4240;215.5;50.5;0.25;266.25
2SemDragagem2030;4241;738.92;788.75;0.0;1527.67
2SemDragagem2030;4242;738.33;787.25;0.0;1525.58
2SemDragagem2030;4243;4.0;58.5;0.0;62.5
2SemDragagem2030;4244;20.92;305.08;0.08;326.08
2SemDragagem2030;4245;136.92;603.08;0.0;740.0
2SemDragagem2030;4246;9.58;110.67;0.0;120.25
2SemDragagem2030;4247;9.58;116.83;0.0;126.42
2SemDragagem2030;4248;376.92;328.67;0.0;705.58
2SemDragagem2030;4249;343.33;302.25;0.0;645.58
2SemDragagem2030;4250;2.17;9.25;0.0;11.42
2SemDragagem2030;4251;0.0;0.0;0.0;0.0
2SemDragagem2030;4252;0.0;0.25;0.0;0.25
2SemDragagem2030;4253;1.83;12.92;0.0;14.75
2SemDragagem2030;4254;6.17;20.5;0.0;26.67
2SemDragagem2030;4255;19.0;15.17;0.0;34.17
2SemDragagem2030;4256;390.42;983.92;0.0;1374.33
2SemDragagem2030;4257;404.08;1044.58;0.0;1448.67
2SemDragagem2030;4258;174.92;1324.17;0.25;1499.33
2SemDragagem2030;4259;9.33;178.42;0.0;187.75
2SemDragagem2030;4260;6.67;80.67;1.75;89.08
2SemDragagem2030;4261;173.08;33.58;0.0;206.67
2SemDragagem2030;4262;109.08;688.5;0.08;797.67
2SemDragagem2030;4263;242.5;597.17;0.08;839.75
2SemDragagem2030;4264;118.33;774.17;0.08;892.58
2SemDragagem2030;4265;12.08;54.17;138.5;204.75
2SemDragagem2030;4266;14.58;260.25;0.25;275.08
2SemDragagem2030;4267;219.42;50.92;0.08;270.42
2SemDragagem2030;4268;177.67;422.5;0.0;600.17
2SemDragagem2030;4269;4.0;61.58;0.0;65.58
2SemDragagem2030;4270;134.42;578.42;0.0;712.83
2SemDragagem2030;4271;141.92;654.67;0.0;796.58
2SemDragagem2030;4272;141.92;659.33;0.0;801.25
2SemDragagem2030;4273;3.17;43.5;0.0;46.67
2SemDragagem2030;4274;386.75;349.5;0.0;736.25
2SemDragagem2030;4275;0.0;4.67;0.0;4.67
2SemDragagem2030;4276;0.0;1.83;0.0;1.83
2SemDragagem2030;4277;2.5;50.83;0.0;53.33
2SemDragagem2030;4278;97.17;553.92;0.08;651.17
2SemDragagem2030;4279;178.25;1294.08;0.0;1472.33
2SemDragagem2030;4280;178.25;1295.08;0.0;1473.33
2SemDragagem2030;4281;6.67;75.08;1.75;83.5
2SemDragagem2030;4282;5.33;86.58;1.75;93.67
2SemDragagem2030;4283;1.58;18.67;0.0;20.25
2SemDragagem2030;4284;265.83;644.58;0.08;910.5
2SemDragagem2030;4285;389.33;534.25;0.08;923.67
2SemDragagem2030;4286;236.5;560.5;0.08;797.08
2SemDragagem2030;4287;126.25;832.42;0.08;958.75
2SemDragagem2030;4288;9.42;156.42;0.0;165.83
2SemDragagem2030;4289;18.33;250.25;0.25;268.83
2SemDragagem2030;4290;1.58;23.67;0.0;25.25
2SemDragagem2030;4291;482.17;991.25;0.0;1473.42
2SemDragagem2030;4292;4.0;67.67;0.0;71.67
2SemDragagem2030;4293;19.75;302.0;0.08;321.83
2SemDragagem2030;4294;150.17;702.17;0.0;852.33
2SemDragagem2030;4295;147.67;693.33;0.0;841.0
2SemDragagem2030;4296;0.0;0.0;0.25;0.25
2SemDragagem2030;4297;4.75;55.92;0.0;60.67
2SemDragagem2030;4298;6.5;49.67;0.0;56.17
2SemDragagem2030;4299;0.0;1.67;0.0;1.67
2SemDragagem2030;4300;2.33;49.42;0.0;51.75
2SemDragagem2030;4301;0.0;0.08;1.42;1.5
2SemDragagem2030;4302;12.08;0.33;1.83;14.25
2SemDragagem2030;4303;112.5;1.58;3.0;117.08
2SemDragagem2030;4304;176.75;1267.33;0.0;1444.08
2SemDragagem2030;4305;176.75;1269.42;0.0;1446.17
2SemDragagem2030;4306;9.5;184.83;0.0;194.33
2SemDragagem2030;4307;4.75;62.33;1.75;68.83
2SemDragagem2030;4308;47.83;354.33;0.0;402.17
2SemDragagem2030;4309;114.08;734.42;0.08;848.58
2SemDragagem2030;4310;10.83;56.67;110.83;178.33
2SemDragagem2030;4311;18.33;227.92;0.17;246.42
2SemDragagem2030;4312;6.33;81.25;0.0;87.58
2SemDragagem2030;4313;69.17;126.0;0.0;195.17
2SemDragagem2030;4314;475.75;970.25;0.0;1446.0
2SemDragagem2030;4315;20.92;319.92;0.08;340.92
2SemDragagem2030;4316;152.67;731.33;0.0;884.0
2SemDragagem2030;4317;2.5;16.0;0.0;18.5
2SemDragagem2030;4318;5.75;66.58;0.0;72.33
2SemDragagem2030;4319;272.42;474.33;0.0;746.75
2SemDragagem2030;4320;0.0;0.0;0.0;0.0
2SemDragagem2030;4321;0.33;0.33;0.0;0.67
2SemDragagem2030;4322;6.5;97.83;0.0;104.33
2SemDragagem2030;4323;96.33;3.83;1.67;101.83
2SemDragagem2030;4324;175.25;1243.58;0.0;1418.83
2SemDragagem2030;4325;175.25;1243.75;0.0;1419.0
2SemDragagem2030;4326;86.67;3.42;0.33;90.42
2SemDragagem2030;4327;10.58;43.0;116.25;169.83
2SemDragagem2030;4328;13.5;60.42;128.67;202.58
2SemDragagem2030;4329;181.42;89.58;0.08;271.08
2SemDragagem2030;4330;167.92;76.0;0.08;244.0
2SemDragagem2030;4331;213.42;46.17;0.08;259.67
2SemDragagem2030;4332;67.58;218.08;0.0;285.67
2SemDragagem2030;4333;471.33;948.67;0.0;1420.0
2SemDragagem2030;4334;152.0;717.5;0.0;869.5
2SemDragagem2030;4335;84.08;2.58;0.33;87.0
2SemDragagem2030;4336;5.0;77.17;0.0;82.17
2SemDragagem2030;4337;282.67;496.08;0.0;778.75
2SemDragagem2030;4338;2.17;37.83;0.0;40.0
2SemDragagem2030;4339;0.0;2.5;0.0;2.5
2SemDragagem2030;4340;3.67;55.25;0.0;58.92
2SemDragagem2030;4341;103.5;3.58;2.0;109.08
2SemDragagem2030;4342;173.75;1240.17;0.0;1413.92
2SemDragagem2030;4343;169.25;1243.42;0.25;1412.92
2SemDragagem2030;4344;14.33;208.5;0.0;222.83
2SemDragagem2030;4345;3.33;43.0;1.58;47.92
2SemDragagem2030;4346;283.08;646.83;0.08;930.0
2SemDragagem2030;4347;15.83;69.75;139.5;225.08
2SemDragagem2030;4348;15.83;222.5;0.17;238.5
2SemDragagem2030;4349;469.42;946.5;0.0;1415.92
2SemDragagem2030;4350;1.33;39.67;0.0;41.0
2SemDragagem2030;4351;10.42;116.92;0.0;127.33
2SemDragagem2030;4352;0.0;0.67;0.0;0.67
2SemDragagem2030;4353;3.67;45.25;0.17;49.08
2SemDragagem2030;4354;113.92;14.08;2.17;130.17
2SemDragagem2030;4355;167.83;1217.58;0.25;1385.67
2SemDragagem2030;4356;167.83;1217.58;0.25;1385.67
2SemDragagem2030;4357;1.58;34.25;1.67;37.5
2SemDragagem2030;4358;2.67;42.33;3.08;48.08
2SemDragagem2030;4359;15.83;57.92;137.83;211.58
2SemDragagem2030;4360;18.33;242.75;0.17;261.25
2SemDragagem2030;4361;18.33;246.17;0.17;264.67
2SemDragagem2030;4362;1.33;36.5;0.0;37.83
2SemDragagem2030;4363;76.33;307.83;0.08;384.25
2SemDragagem2030;4364;157.0;744.17;0.0;901.17
2SemDragagem2030;4365;10.42;125.83;0.0;136.25
2SemDragagem2030;4366;3.83;43.0;0.0;46.83
2SemDragagem2030;4367;0.33;0.25;0.0;0.58
2SemDragagem2030;4368;4.33;61.08;0.0;65.42
2SemDragagem2030;4369;30.75;58.08;3.33;92.17
2SemDragagem2030;4370;6.33;68.08;2.25;76.67
2SemDragagem2030;4371;170.75;1187.83;0.0;1358.58
2SemDragagem2030;4372;3.17;35.25;1.42;39.83
2SemDragagem2030;4373;1.67;17.08;1.42;20.17
2SemDragagem2030;4374;2.92;40.5;1.42;44.83
2SemDragagem2030;4375;5.83;74.5;1.42;81.75
2SemDragagem2030;4376;89.0;17.5;0.0;106.5
2SemDragagem2030;4377;282.83;610.08;0.08;893.0
2SemDragagem2030;4378;97.25;518.83;0.08;616.17
2SemDragagem2030;4379;15.83;61.92;131.92;209.67
2SemDragagem2030;4380;17.08;234.83;0.17;252.08
2SemDragagem2030;4381;300.83;63.75;0.67;365.25
2SemDragagem2030;4382;12.92;230.33;0.0;243.25
2SemDragagem2030;4383;676.67;680.92;0.0;1357.58
2SemDragagem2030;4384;2.92;42.08;0.0;45.0
2SemDragagem2030;4385;2.0;32.75;0.0;34.75
2SemDragagem2030;4386;157.25;726.83;0.0;884.08
2SemDragagem2030;4387;410.33;366.17;0.0;776.5
2SemDragagem2030;4388;0.0;1.75;0.0;1.75
2SemDragagem2030;4389;0.0;0.0;0.0;0.0
2SemDragagem2030;4390;9.67;113.0;0.0;122.67
2SemDragagem2030;4391;28.17;39.08;3.25;70.5
2SemDragagem2030;4392;75.5;21.67;2.17;99.33
2SemDragagem2030;4393;169.25;1163.25;0.0;1332.5
2SemDragagem2030;4394;165.0;1166.08;0.25;1331.33
2SemDragagem2030;4395;5.58;55.17;0.0;60.75
2SemDragagem2030;4396;4.0;32.42;0.0;36.42
2SemDragagem2030;4397;0.0;4.08;0.42;4.5
2SemDragagem2030;4398;282.58;621.83;0.08;904.5
2SemDragagem2030;4399;15.83;72.67;114.92;203.42
2SemDragagem2030;4400;18.67;213.0;0.17;231.83
2SemDragagem2030;4401;280.17;68.17;1.5;349.83
2SemDragagem2030;4402;251.42;277.67;0.0;529.08
2SemDragagem2030;4403;452.42;880.08;0.0;1332.5
2SemDragagem2030;4404;3.5;40.67;0.0;44.17
2SemDragagem2030;4405;0.0;7.25;1.5;8.75
2SemDragagem2030;4406;8.67;2.08;0.0;10.75
2SemDragagem2030;4407;0.0;0.0;0.0;0.0
2SemDragagem2030;4408;0.0;0.17;0.0;0.17
2SemDragagem2030;4409;5.67;59.33;2.0;67.0
2SemDragagem2030;4410;43.0;49.67;1.67;94.33
2SemDragagem2030;4411;72.25;29.83;0.17;102.25
2SemDragagem2030;4412;167.08;1138.25;0.0;1305.33
2SemDragagem2030;4413;373.25;929.58;0.25;1303.08
2SemDragagem2030;4414;373.25;929.58;0.25;1303.08
2SemDragagem2030;4415;0.75;12.5;0.0;13.25
2SemDragagem2030;4416;13.25;17.17;0.0;30.42
2SemDragagem2030;4417;3.17;49.83;0.0;53.0
2SemDragagem2030;4418;5.33;74.17;0.0;79.5
2SemDragagem2030;4419;46.58;14.5;0.0;61.08
2SemDragagem2030;4420;73.08;243.25;0.0;316.33
2SemDragagem2030;4421;17.67;85.0;100.67;203.33
2SemDragagem2030;4422;25.25;195.58;0.08;220.92
2SemDragagem2030;4423;1.75;24.5;0.0;26.25
2SemDragagem2030;4424;443.25;862.08;0.0;1305.33
2SemDragagem2030;4425;74.5;277.17;0.08;351.75
2SemDragagem2030;4426;156.42;733.33;0.0;889.75
2SemDragagem2030;4427;4.0;40.0;0.0;44.0
2SemDragagem2030;4428;423.67;360.33;0.0;784.0
2SemDragagem2030;4429;5.5;45.67;2.0;53.17
2SemDragagem2030;4430;59.58;21.42;1.58;82.58
2SemDragagem2030;4431;62.42;29.08;0.17;91.67
2SemDragagem2030;4432;165.42;1110.67;0.0;1276.08
2SemDragagem2030;4433;364.33;911.42;0.25;1276.0
2SemDragagem2030;4434;3.17;44.0;0.0;47.17
2SemDragagem2030;4435;92.0;476.67;0.0;568.67
2SemDragagem2030;4436;273.83;606.67;0.08;880.58
2SemDragagem2030;4437;74.17;259.83;0.0;334.0
2SemDragagem2030;4438;106.42;653.5;0.0;759.92
2SemDragagem2030;4439;22.08;169.33;0.0;191.42
2SemDragagem2030;4440;25.83;191.08;0.0;216.92
2SemDragagem2030;4441;67.67;220.58;0.0;288.25
2SemDragagem2030;4442;431.08;848.0;0.0;1279.08
2SemDragagem2030;4443;156.42;729.42;0.0;885.83
2SemDragagem2030;4444;11.42;70.83;0.0;82.25
2SemDragagem2030;4445;13.33;92.58;0.0;105.92
2SemDragagem2030;4446;3.17;38.25;0.0;41.42
2SemDragagem2030;4447;307.83;507.33;0.0;815.17
2SemDragagem2030;4448;10.08;83.83;0.0;93.92
2SemDragagem2030;4449;0.25;10.42;0.0;10.67
2SemDragagem2030;4450;70.08;32.75;0.92;103.75
2SemDragagem2030;4451;56.0;24.17;0.92;81.08
2SemDragagem2030;4452;63.42;28.75;0.92;93.08
2SemDragagem2030;4453;163.92;1086.0;0.0;1249.92
2SemDragagem2030;4454;163.92;1086.83;0.0;1250.75
2SemDragagem2030;4455;1.0;6.83;0.0;7.83
2SemDragagem2030;4456;120.0;763.92;0.08;884.0
2SemDragagem2030;4457;24.58;67.17;79.33;171.08
2SemDragagem2030;4458;24.58;163.42;0.0;188.0
2SemDragagem2030;4459;217.83;81.5;1.5;300.83
2SemDragagem2030;4460;231.08;57.42;1.5;290.0
2SemDragagem2030;4461;96.08;157.58;0.0;253.67
2SemDragagem2030;4462;419.83;832.17;0.0;1252.0
2SemDragagem2030;4463;2.0;6.33;0.0;8.33
2SemDragagem2030;4464;11.08;107.92;0.0;119.0
2SemDragagem2030;4465;7.67;41.08;0.0;48.75
2SemDragagem2030;4466;0.0;1.17;0.0;1.17
2SemDragagem2030;4467;0.0;1.42;0.0;1.42
2SemDragagem2030;4468;25.92;66.0;3.92;95.83
2SemDragagem2030;4469;102.33;764.83;0.0;867.17
2SemDragagem2030;4470;162.42;1083.5;0.0;1245.92
2SemDragagem2030;4471;354.5;890.08;0.25;1244.83
2SemDragagem2030;4472;8.08;106.58;0.0;114.67
2SemDragagem2030;4473;4.25;31.58;0.0;35.83
2SemDragagem2030;4474;92.75;492.5;0.0;585.25
2SemDragagem2030;4475;96.5;490.5;72.75;659.75
2SemDragagem2030;4476;24.58;110.58;54.75;189.92
2SemDragagem2030;4477;613.58;633.33;0.0;1246.92
2SemDragagem2030;4478;74.75;265.33;0.08;340.17
2SemDragagem2030;4479;15.25;127.67;0.08;143.0
2SemDragagem2030;4480;0.0;0.0;0.0;0.0
2SemDragagem2030;4481;0.58;3.83;0.0;4.42
2SemDragagem2030;4482;11.08;84.33;5.25;100.67
2SemDragagem2030;4483;160.92;1056.83;0.0;1217.75
2SemDragagem2030;4484;344.17;872.17;0.25;1216.58
2SemDragagem2030;4485;3.58;9.25;0.0;12.83
2SemDragagem2030;4486;3.75;13.33;0.0;17.08
2SemDragagem2030;4487;5.33;26.42;0.0;31.75
2SemDragagem2030;4488;30.42;65.42;76.75;172.58
2SemDragagem2030;4489;67.92;151.08;0.0;219.0
2SemDragagem2030;4490;189.5;443.92;0.0;633.42
2SemDragagem2030;4491;2.58;2.33;0.0;4.92
2SemDragagem2030;4492;154.5;723.5;0.0;878.0
2SemDragagem2030;4493;3.58;11.25;0.0;14.83
2SemDragagem2030;4494;2.33;0.92;0.0;3.25
2SemDragagem2030;4495;428.17;387.0;0.0;815.17
