SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;BERTH_ID;BERTH;IN_SEG1_ARR_D;IN_SEG1_ARR_H;IN_SEG1_DP_D;IN_SEG1_DP_H;IN_SEG2_ARR_D;IN_SEG2_ARR_H;IN_SEG2_DP_D;IN_SEG2_DP_H;IN_SEG3_ARR_D;IN_SEG3_ARR_H;IN_SEG3_DP_D;IN_SEG3_DP_H;IN_SEG4_ARR_D;IN_SEG4_ARR_H;IN_SEG4_DP_D;IN_SEG4_DP_H;IN_SEG5_ARR_D;IN_SEG5_ARR_H;IN_SEG5_DP_D;IN_SEG5_DP_H;IN_SEG6_ARR_D;IN_SEG6_ARR_H;IN_SEG6_DP_D;IN_SEG6_DP_H;IN_SEG7_ARR_D;IN_SEG7_ARR_H;IN_SEG7_DP_D;IN_SEG7_DP_H;IN_SEG8_ARR_D;IN_SEG8_ARR_H;IN_SEG8_DP_D;IN_SEG8_DP_H;IN_SEG9_ARR_D;IN_SEG9_ARR_H;IN_SEG9_DP_D;IN_SEG9_DP_H;IN_SEG10_ARR_D;IN_SEG10_ARR_H;IN_SEG10_DP_D;IN_SEG10_DP_H;IN_SEG11_ARR_D;IN_SEG11_ARR_H;IN_SEG11_DP_D;IN_SEG11_DP_H;IN_SEG12_ARR_D;IN_SEG12_ARR_H;IN_SEG12_DP_D;IN_SEG12_DP_H;IN_SEG13_ARR_D;IN_SEG13_ARR_H;IN_SEG13_DP_D;IN_SEG13_DP_H;IN_SEG14_ARR_D;IN_SEG14_ARR_H;IN_SEG14_DP_D;IN_SEG14_DP_H;IN_SEG15_ARR_D;IN_SEG15_ARR_H;IN_SEG15_DP_D;IN_SEG15_DP_H;IN_SEG16_ARR_D;IN_SEG16_ARR_H;IN_SEG16_DP_D;IN_SEG16_DP_H;IN_SEG17_ARR_D;IN_SEG17_ARR_H;IN_SEG17_DP_D;IN_SEG17_DP_H;BERTH_ARR_D;BERTH_ARR_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DP_D;BERTH_DP_H;OUT_SEG17_ARR_D;OUT_SEG17_ARR_H;OUT_SEG17_DP_D;OUT_SEG17_DP_H;OUT_SEG16_ARR_D;OUT_SEG16_ARR_H;OUT_SEG16_DP_D;OUT_SEG16_DP_H;OUT_SEG15_ARR_D;OUT_SEG15_ARR_H;OUT_SEG15_DP_D;OUT_SEG15_DP_H;OUT_SEG14_ARR_D;OUT_SEG14_ARR_H;OUT_SEG14_DP_D;OUT_SEG14_DP_H;OUT_SEG13_ARR_D;OUT_SEG13_ARR_H;OUT_SEG13_DP_D;OUT_SEG13_DP_H;OUT_SEG12_ARR_D;OUT_SEG12_ARR_H;OUT_SEG12_DP_D;OUT_SEG12_DP_H;OUT_SEG11_ARR_D;OUT_SEG11_ARR_H;OUT_SEG11_DP_D;OUT_SEG11_DP_H;OUT_SEG10_ARR_D;OUT_SEG10_ARR_H;OUT_SEG10_DP_D;OUT_SEG10_DP_H;OUT_SEG9_ARR_D;OUT_SEG9_ARR_H;OUT_SEG9_DP_D;OUT_SEG9_DP_H;OUT_SEG8_ARR_D;OUT_SEG8_ARR_H;OUT_SEG8_DP_D;OUT_SEG8_DP_H;OUT_SEG7_ARR_D;OUT_SEG7_ARR_H;OUT_SEG7_DP_D;OUT_SEG7_DP_H;OUT_SEG6_ARR_D;OUT_SEG6_ARR_H;OUT_SEG6_DP_D;OUT_SEG6_DP_H;OUT_SEG5_ARR_D;OUT_SEG5_ARR_H;OUT_SEG5_DP_D;OUT_SEG5_DP_H;OUT_SEG4_ARR_D;OUT_SEG4_ARR_H;OUT_SEG4_DP_D;OUT_SEG4_DP_H;OUT_SEG3_ARR_D;OUT_SEG3_ARR_H;OUT_SEG3_DP_D;OUT_SEG3_DP_H;OUT_SEG2_ARR_D;OUT_SEG2_ARR_H;OUT_SEG2_DP_D;OUT_SEG2_DP_H;OUT_SEG1_ARR_D;OUT_SEG1_ARR_H;OUT_SEG1_DP_D;OUT_SEG1_DP_H;NON_PRODUCTIVE_TIME_SPENT
S005;38;32.0;182.88;8.0;0;0;0;3;14:30;0.08;0.0;0.0;0.08;2;BERÇO AL 01;3;14:35;3;14:55;3;14:55;3;15:00;3;15:00;3;15:05;3;15:05;3;15:10;;;;;3;15:10;3;15:15;3;15:15;3;15:20;;;;;;;;;;;;;3;15:20;3;15:25;3;15:25;3;15:30;3;15:30;3;15:35;3;15:35;3;16:05;;;;;;;;;;;;;3;16:05;3;16:05;5;02:29;5;03:00;;;;;;;;;;;;;5;03:00;5;03:10;5;03:10;5;03:15;5;03:15;5;03:20;5;03:20;5;03:25;;;;;;;;;;;;;5;03:25;5;03:30;5;03:30;5;03:35;;;;;5;03:35;5;03:40;5;03:40;5;03:45;5;03:45;5;03:50;5;03:50;5;04:10;
S005;39;30.0;222.14;9.7;0;0;0;3;02:00;0.08;0.0;0.0;0.08;54;BERÇO TECON 2;3;02:05;3;02:25;3;02:25;3;02:30;3;02:30;3;02:35;3;02:35;3;02:40;;;;;3;02:40;3;02:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;02:50;3;02:50;3;08:01;3;08:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;08:05;3;08:35;;;;;3;08:35;3;08:40;3;08:40;3;08:45;3;08:45;3;08:50;3;08:50;3;09:10;
S005;40;37.0;227.92;11.7;0;0;0;3;12:30;0.08;0.0;0.0;0.08;54;BERÇO TECON 2;3;12:35;3;12:55;3;12:55;3;13:00;3;13:00;3;13:05;3;13:05;3;13:10;;;;;3;13:10;3;13:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;13:20;3;13:20;4;13:31;4;12:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;12:45;4;13:15;;;;;4;13:15;4;13:20;4;13:20;4;13:25;4;13:25;4;13:30;4;13:30;4;13:50;
S005;43;26.0;170.0;7.55;0;0;0;3;02:00;0.08;0.0;0.42;0.5;40;BERÇO CUTRALE;3;02:30;3;02:50;3;02:50;3;02:55;3;02:55;3;03:00;3;03:00;3;03:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;03:30;3;03:30;5;11:34;5;10:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;10:25;5;10:35;5;10:35;5;10:40;5;10:40;5;10:45;5;10:45;5;11:05;
S005;44;25.0;195.92;6.3;0;0;1;3;07:29;0.08;0.0;0.27;0.35;58;BERÇO TEV;3;07:50;3;08:10;3;08:10;3;08:15;3;08:15;3;08:20;3;08:20;3;08:25;;;;;3;08:25;3;08:30;3;08:30;3;09:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;09:00;3;09:00;3;13:30;3;13:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;13:30;3;13:40;3;13:40;3;13:45;;;;;3;13:45;3;13:50;3;13:50;3;13:55;3;13:55;3;14:00;3;14:00;3;14:20;
S005;45;33.0;224.96;7.0;0;0;0;3;11:36;0.08;0.0;0.15;0.23;71;BERÇO OUT 2;3;11:50;3;12:10;3;12:10;3;12:15;3;12:15;3;12:20;3;12:20;3;12:25;;;;;3;12:25;3;12:30;3;12:30;3;13:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;13:00;3;13:00;7;13:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;46;27.0;158.98;8.7;0;0;0;3;21:12;24.55;1.12;1.97;27.63;4;BERÇO AL 03;5;00:50;5;01:10;5;01:10;5;01:15;5;01:15;5;01:20;5;01:20;5;01:25;;;;;5;01:25;5;01:30;5;01:30;5;01:35;;;;;;;;;;;;;5;01:35;5;01:40;5;01:40;5;01:45;5;01:45;5;01:50;5;01:50;5;02:00;;;;;;;;;;;;;5;02:00;5;02:00;6;10:20;6;09:30;;;;;;;;;;;;;6;09:30;6;10:00;6;10:00;6;10:05;6;10:05;6;10:10;6;10:10;6;10:15;;;;;;;;;;;;;6;10:15;6;10:20;6;10:20;6;10:25;;;;;6;10:25;6;10:30;6;10:30;6;10:35;6;10:35;6;10:40;6;10:40;6;11:00;
S005;47;22.0;119.9;7.2;0;0;0;4;12:30;0.08;0.0;0.0;0.08;47;BERÇO IB SP;4;12:35;4;12:55;4;12:55;4;13:00;4;13:00;4;13:05;4;13:05;4;13:10;;;;;4;13:10;4;13:15;4;13:15;4;13:20;;;;;;;;;;;;;4;13:20;4;13:25;4;13:25;4;13:55;;;;;;;;;;;;;;;;;;;;;4;13:55;4;13:55;6;08:05;6;08:30;;;;;;;;;;;;;;;;;;;;;6;08:30;6;08:40;6;08:40;6;08:45;;;;;;;;;;;;;6;08:45;6;08:50;6;08:50;6;08:55;;;;;6;08:55;6;09:00;6;09:00;6;09:05;6;09:05;6;09:10;6;09:10;6;09:30;
S005;48;24.0;145.53;9.7;0;0;0;4;03:00;0.08;0.0;0.0;0.08;1;BERÇO Ageo I;4;03:05;4;03:25;4;03:25;4;03:30;4;03:30;4;03:35;4;03:35;4;03:40;;;;;4;03:40;4;03:45;4;03:45;4;03:50;;;;;;;;;;;;;4;03:50;4;03:55;4;03:55;4;04:05;;;;;;;;;;;;;;;;;;;;;4;04:05;4;04:05;5;05:05;5;05:05;;;;;;;;;;;;;;;;;;;;;5;05:05;5;05:35;5;05:35;5;05:40;;;;;;;;;;;;;5;05:40;5;05:45;5;05:45;5;05:50;;;;;5;05:50;5;05:55;5;05:55;5;06:00;5;06:00;5;06:05;5;06:05;5;06:25;
S005;49;40.0;293.2;10.8;0;0;0;4;23:30;0.5;0.0;0.42;0.92;33;BERÇO BTP 2;5;00:25;5;00:45;5;00:45;5;00:50;5;00:50;5;00:55;5;00:55;5;01:00;;;;;5;01:00;5;01:05;5;01:05;5;01:10;;;;;;;;;;;;;5;01:10;5;01:15;5;01:15;5;01:20;5;01:20;5;01:30;;;;;;;;;;;;;;;;;5;01:30;5;01:30;5;18:23;5;18:55;;;;;;;;;;;;;;;;;5;18:55;5;19:25;5;19:25;5;19:30;5;19:30;5;19:35;;;;;;;;;;;;;5;19:35;5;19:40;5;19:40;5;19:45;;;;;5;19:45;5;19:50;5;19:50;5;19:55;5;19:55;5;20:00;5;20:00;5;20:20;
S005;51;30.0;179.99;6.4;0;0;0;4;06:00;0.08;0.0;0.42;0.5;21;BERÇO ARM 31;4;06:30;4;06:50;4;06:50;4;06:55;4;06:55;4;07:00;4;07:00;4;07:05;;;;;4;07:05;4;07:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;07:35;4;07:35;7;00:11;7;01:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;01:05;7;01:15;;;;;7;01:15;7;01:20;7;01:20;7;01:25;7;01:25;7;01:30;7;01:30;7;01:50;
S005;52;40.0;299.95;10.9;0;0;0;4;20:00;0.08;0.0;0.58;0.67;42;BERÇO DPW 1;4;20:40;4;21:00;4;21:00;4;21:05;4;21:05;4;21:10;4;21:10;4;21:15;;;;;4;21:15;4;21:20;4;21:20;4;21:25;;;;;;;;;;;;;4;21:25;4;21:55;;;;;;;;;;;;;;;;;;;;;;;;;4;21:55;4;21:55;5;14:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;53;30.0;210.56;8.1;0;0;0;4;08:30;0.08;0.0;0.0;0.08;73;BERÇO ARM 35P1;4;08:35;4;08:55;4;08:55;4;09:00;4;09:00;4;09:05;4;09:05;4;09:10;4;09:10;4;09:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;09:40;4;09:40;7;11:00;7;11:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;11:00;7;11:10;7;11:10;7;11:15;7;11:15;7;11:20;7;11:20;7;11:25;7;11:25;7;11:45;
S005;54;32.0;199.9;7.1;0;0;0;4;10:36;0.0;0.0;0.07;0.07;24;BERÇO ARM 33;4;10:40;4;11:00;4;11:00;4;11:05;4;11:05;4;11:10;4;11:10;4;11:15;;;;;4;11:15;4;11:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11:45;4;11:45;6;19:10;6;19:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;19:25;6;19:35;;;;;6;19:35;6;19:40;6;19:40;6;19:45;6;19:45;6;19:50;6;19:50;6;20:10;
S005;57;40.0;304.16;13.4;0;0;0;4;06:01;0.0;0.0;0.07;0.07;55;BERÇO TECON 3;4;06:05;4;06:25;4;06:25;4;06:30;4;06:30;4;06:35;4;06:35;4;06:40;;;;;4;06:40;4;06:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;06:50;4;06:50;5;00:04;5;02:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;02:10;5;02:40;;;;;5;02:40;5;02:45;5;02:45;5;02:50;5;02:50;5;02:55;5;02:55;5;03:15;
S005;58;32.0;262.08;8.15;0;0;0;4;18:30;0.08;0.0;0.0;0.08;54;BERÇO TECON 2;4;18:35;4;18:55;4;18:55;4;19:00;4;19:00;4;19:05;4;19:05;4;19:10;;;;;4;19:10;4;19:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;19:20;4;19:20;5;08:17;5;08:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;08:20;5;08:50;;;;;5;08:50;5;08:55;5;08:55;5;09:00;5;09:00;5;09:05;5;09:05;5;09:25;
S005;59;37.0;255.36;10.5;0;0;0;4;07:30;0.08;0.0;0.0;0.08;53;BERÇO TECON 1.2;4;07:35;4;07:55;4;07:55;4;08:00;4;08:00;4;08:05;4;08:05;4;08:10;;;;;4;08:10;4;08:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;08:20;4;08:20;4;19:04;4;19:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;19:30;4;20:00;;;;;4;20:00;4;20:05;4;20:05;4;20:10;4;20:10;4;20:15;4;20:15;4;20:35;
S005;60;32.0;229.0;14.2;0;0;0;4;15:00;0.92;54.5;0.0;55.42;57;BERÇO TERMAG;6;22:25;6;22:45;6;22:45;6;22:50;6;22:50;6;22:55;6;22:55;6;23:00;6;23:00;6;23:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;23:10;6;23:10;12;18:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;61;32.0;183.1;8.8;0;0;0;5;17:00;0.08;0.0;0.0;0.08;46;BERÇO IB BC;5;17:05;5;17:25;5;17:25;5;17:30;5;17:30;5;17:35;5;17:35;5;17:40;;;;;5;17:40;5;17:45;5;17:45;5;17:50;;;;;;;;;;;;;5;17:50;5;17:55;5;17:55;5;18:25;;;;;;;;;;;;;;;;;;;;;5;18:25;5;18:25;6;23:45;7;00:00;;;;;;;;;;;;;;;;;;;;;7;00:00;7;00:10;7;00:10;7;00:15;;;;;;;;;;;;;7;00:15;7;00:20;7;00:20;7;00:25;;;;;7;00:25;7;00:30;7;00:30;7;00:35;7;00:35;7;00:40;7;00:40;7;01:00;
S005;62;37.0;227.92;11.4;0;0;0;5;01:55;0.08;0.0;0.0;0.08;34;BERÇO BTP 3;5;02:00;5;02:20;5;02:20;5;02:25;5;02:25;5;02:30;5;02:30;5;02:35;;;;;5;02:35;5;02:40;5;02:40;5;02:45;;;;;;;;;;;;;5;02:45;5;02:50;5;02:50;5;02:55;5;02:55;5;03:05;;;;;;;;;;;;;;;;;5;03:05;5;03:05;5;07:19;5;07:20;;;;;;;;;;;;;;;;;5;07:20;5;07:50;5;07:50;5;07:55;5;07:55;5;08:00;;;;;;;;;;;;;5;08:00;5;08:05;5;08:05;5;08:10;;;;;5;08:10;5;08:15;5;08:15;5;08:20;5;08:20;5;08:25;5;08:25;5;08:45;
S005;63;31.0;213.4;11.78;0;0;0;5;18:40;0.08;0.0;0.0;0.08;45;BERÇO DPW 4;5;18:45;5;19:05;5;19:05;5;19:10;5;19:10;5;19:15;5;19:15;5;19:20;;;;;5;19:20;5;19:25;5;19:25;5;19:30;;;;;;;;;5;19:30;5;20:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;20:00;5;20:00;9;11:43;9;11:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;11:45;9;11:55;;;;;;;;;9;11:55;9;12:00;9;12:00;9;12:05;;;;;9;12:05;9;12:10;9;12:10;9;12:15;9;12:15;9;12:20;9;12:20;9;12:40;
S005;65;24.0;145.0;9.6;0;0;0;5;16:35;0.08;0.0;0.0;0.08;3;BERÇO AL 02;5;16:40;5;17:00;5;17:00;5;17:05;5;17:05;5;17:10;5;17:10;5;17:15;;;;;5;17:15;5;17:20;5;17:20;5;17:25;;;;;;;;;;;;;5;17:25;5;17:30;5;17:30;5;17:35;5;17:35;5;17:40;5;17:40;5;17:50;;;;;;;;;;;;;5;17:50;5;17:50;6;20:47;6;22:10;;;;;;;;;;;;;6;22:10;6;22:40;6;22:40;6;22:45;6;22:45;6;22:50;6;22:50;6;22:55;;;;;;;;;;;;;6;22:55;6;23:00;6;23:00;6;23:05;;;;;6;23:05;6;23:10;6;23:10;6;23:15;6;23:15;6;23:20;6;23:20;6;23:40;
S005;66;44.0;289.59;8.3;0;1;0;5;06:30;0.08;0.0;0.0;0.08;74;BERÇO 25 + FRIG;5;06:35;5;06:55;5;06:55;5;07:00;5;07:00;5;07:05;5;07:05;5;07:10;;;;;5;07:10;5;07:15;5;07:15;5;07:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;07:45;5;07:45;5;18:25;5;19:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;19:45;5;20:15;5;20:15;5;20:20;;;;;5;20:20;5;20:25;5;20:25;5;20:30;5;20:30;5;20:35;5;20:35;5;20:55;
S005;68;45.0;299.9;13.85;0;0;0;5;12:00;0.08;0.0;0.42;0.5;53;BERÇO TECON 1.2;5;12:30;5;12:50;5;12:50;5;12:55;5;12:55;5;13:00;5;13:00;5;13:05;;;;;5;13:05;5;13:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;13:15;5;13:15;6;13:31;6;14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14:20;6;14:50;;;;;6;14:50;6;14:55;6;14:55;6;15:00;6;15:00;6;15:05;6;15:05;6;15:25;
S005;70;18.0;116.82;5.0;0;0;0;6;14:30;0.83;23.5;0.92;25.25;47;BERÇO IB SP;7;15:45;7;16:05;7;16:05;7;16:10;7;16:10;7;16:15;7;16:15;7;16:20;;;;;7;16:20;7;16:25;7;16:25;7;16:30;;;;;;;;;;;;;7;16:30;7;16:35;7;16:35;7;17:05;;;;;;;;;;;;;;;;;;;;;7;17:05;7;17:05;9;00:50;9;00:55;;;;;;;;;;;;;;;;;;;;;9;00:55;9;01:05;9;01:05;9;01:10;;;;;;;;;;;;;9;01:10;9;01:15;9;01:15;9;01:20;;;;;9;01:20;9;01:25;9;01:25;9;01:30;9;01:30;9;01:35;9;01:35;9;01:55;
S005;71;28.0;179.99;8.0;0;0;0;6;22:48;0.87;2.25;0.0;3.12;46;BERÇO IB BC;7;01:55;7;02:15;7;02:15;7;02:20;7;02:20;7;02:25;7;02:25;7;02:30;;;;;7;02:30;7;02:35;7;02:35;7;02:40;;;;;;;;;;;;;7;02:40;7;02:45;7;02:45;7;03:15;;;;;;;;;;;;;;;;;;;;;7;03:15;7;03:15;10;04:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;72;23.0;142.4;7.0;0;0;0;6;09:30;0.08;0.0;0.0;0.08;47;BERÇO IB SP;6;09:35;6;09:55;6;09:55;6;10:00;6;10:00;6;10:05;6;10:05;6;10:10;;;;;6;10:10;6;10:15;6;10:15;6;10:20;;;;;;;;;;;;;6;10:20;6;10:25;6;10:25;6;10:35;;;;;;;;;;;;;;;;;;;;;6;10:35;6;10:35;7;14:17;7;14:20;;;;;;;;;;;;;;;;;;;;;7;14:20;7;14:50;7;14:50;7;14:55;;;;;;;;;;;;;7;14:55;7;15:00;7;15:00;7;15:05;;;;;7;15:05;7;15:10;7;15:10;7;15:15;7;15:15;7;15:20;7;15:20;7;15:40;
S005;73;32.0;183.06;11.4;0;0;0;6;12:00;0.08;0.0;3.42;3.5;1;BERÇO Ageo I;6;15:30;6;15:50;6;15:50;6;15:55;6;15:55;6;16:00;6;16:00;6;16:05;;;;;6;16:05;6;16:10;6;16:10;6;16:15;;;;;;;;;;;;;6;16:15;6;16:20;6;16:20;6;16:30;;;;;;;;;;;;;;;;;;;;;6;16:30;6;16:30;9;06:48;9;07:20;;;;;;;;;;;;;;;;;;;;;9;07:20;9;07:50;9;07:50;9;07:55;;;;;;;;;;;;;9;07:55;9;08:00;9;08:00;9;08:05;;;;;9;08:05;9;08:10;9;08:10;9;08:15;9;08:15;9;08:20;9;08:20;9;08:40;
S005;74;21.0;138.54;5.9;0;0;0;6;06:30;0.08;0.0;3.67;3.75;35;BERÇO CORTE;6;10:15;6;10:35;6;10:35;6;10:40;6;10:40;6;10:45;6;10:45;6;10:50;;;;;6;10:50;6;10:55;6;10:55;6;11:00;;;;;;;;;;;;;6;11:00;6;11:05;6;11:05;6;11:35;;;;;;;;;;;;;;;;;;;;;6;11:35;6;11:35;6;11:36;6;11:50;;;;;;;;;;;;;;;;;;;;;6;11:50;6;12:00;6;12:00;6;12:05;;;;;;;;;;;;;6;12:05;6;12:10;6;12:10;6;12:15;;;;;6;12:15;6;12:20;6;12:20;6;12:25;6;12:25;6;12:30;6;12:30;6;12:50;
S005;75;36.0;210.0;11.55;0;0;0;6;07:24;0.0;0.0;0.02;0.02;70;BERÇO VAL;6;07:25;6;07:45;6;07:45;6;07:50;6;07:50;6;07:55;6;07:55;6;08:00;;;;;6;08:00;6;08:05;6;08:05;6;08:10;;;;;;;;;;;;;6;08:10;6;08:15;6;08:15;6;08:25;;;;;;;;;;;;;;;;;;;;;6;08:25;6;08:25;6;18:25;6;18:25;;;;;;;;;;;;;;;;;;;;;6;18:25;6;18:55;6;18:55;6;19:00;;;;;;;;;;;;;6;19:00;6;19:05;6;19:05;6;19:10;;;;;6;19:10;6;19:15;6;19:15;6;19:20;6;19:20;6;19:25;6;19:25;6;19:45;
S005;76;37.0;210.0;8.45;0;0;0;6;21:30;0.08;0.0;1.33;1.42;28;BERÇO ARM 37;6;22:55;6;23:15;6;23:15;6;23:20;6;23:20;6;23:25;6;23:25;6;23:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;23:55;6;23:55;8;06:49;8;06:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;06:50;8;07:00;8;07:00;8;07:05;8;07:05;8;07:10;8;07:10;8;07:30;
S005;77;33.0;199.9;7.5;0;0;0;6;16:30;0.08;3.67;0.0;3.75;70;BERÇO VAL;6;20:15;6;20:35;6;20:35;6;20:40;6;20:40;6;20:45;6;20:45;6;20:50;;;;;6;20:50;6;20:55;6;20:55;6;21:00;;;;;;;;;;;;;6;21:00;6;21:05;6;21:05;6;21:35;;;;;;;;;;;;;;;;;;;;;6;21:35;6;21:35;10;21:15;10;21:15;;;;;;;;;;;;;;;;;;;;;10;21:15;10;21:25;10;21:25;10;21:30;;;;;;;;;;;;;10;21:30;10;21:35;10;21:35;10;21:40;;;;;10;21:40;10;21:45;10;21:45;10;21:50;10;21:50;10;21:55;10;21:55;10;22:15;
S005;78;33.0;180.4;10.28;0;0;0;6;13:00;0.08;0.0;0.25;0.33;27;BERÇO ARM 35P2;6;13:20;6;13:40;6;13:40;6;13:45;6;13:45;6;13:50;6;13:50;6;13:55;;;;;6;13:55;6;14:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14:05;6;14:05;13;05:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;79;45.0;299.9;10.95;0;0;0;6;21:00;0.08;0.0;0.0;0.08;34;BERÇO BTP 3;6;21:05;6;21:25;6;21:25;6;21:30;6;21:30;6;21:35;6;21:35;6;21:40;;;;;6;21:40;6;21:45;6;21:45;6;21:50;;;;;;;;;;;;;6;21:50;6;21:55;6;21:55;6;22:00;6;22:00;6;22:30;;;;;;;;;;;;;;;;;6;22:30;6;22:30;7;20:33;7;20:35;;;;;;;;;;;;;;;;;7;20:35;7;20:45;7;20:45;7;20:50;7;20:50;7;20:55;;;;;;;;;;;;;7;20:55;7;21:00;7;21:00;7;21:05;;;;;7;21:05;7;21:10;7;21:10;7;21:15;7;21:15;7;21:20;7;21:20;7;21:40;
S005;81;32.0;204.35;11.6;0;0;0;6;08:30;2.33;73.92;0.0;76.25;45;BERÇO DPW 4;9;12:45;9;13:05;9;13:05;9;13:10;9;13:10;9;13:15;9;13:15;9;13:20;;;;;9;13:20;9;13:25;9;13:25;9;13:30;;;;;;;;;9;13:30;9;14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;14:00;9;14:00;11;04:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S005;83;30.0;182.9;11.3;0;0;0;6;12:00;0.08;0.0;0.0;0.08;4;BERÇO AL 03;6;12:05;6;12:25;6;12:25;6;12:30;6;12:30;6;12:35;6;12:35;6;12:40;;;;;6;12:40;6;12:45;6;12:45;6;12:50;;;;;;;;;;;;;6;12:50;6;12:55;6;12:55;6;13:00;6;13:00;6;13:05;6;13:05;6;13:15;;;;;;;;;;;;;6;13:15;6;13:15;9;00:13;9;01:15;;;;;;;;;;;;;9;01:15;9;01:45;9;01:45;9;01:50;9;01:50;9;01:55;9;01:55;9;02:00;;;;;;;;;;;;;9;02:00;9;02:05;9;02:05;9;02:10;;;;;9;02:10;9;02:15;9;02:15;9;02:20;9;02:20;9;02:25;9;02:25;9;02:45;
S005;84;17.0;75.2;4.15;0;0;0;6;08:10;0.08;0.0;0.25;0.33;48;BERÇO SAIPEM 1;6;08:30;6;08:50;6;08:50;6;09:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;09:20;6;09:20;6;14:20;6;14:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;14:20;6;14:30;6;14:30;6;14:50;
